Material,Texto breve de material,UMB,Precio,por,Moneda,Valor UNI
16000736,TRANSFORM KIT 150W SODIO/HALURO METALICO,UN,"19,118",1,CLP," $  19,118 "
16000767,ALAMBRE AMARRA #18 MT,UN,378,1,CLP, $  378 
16000773,AMARRA CABLE 370X4 8 MM,UN,664,1,CLP, $  664 
16000775,AMARRA CABLE AMARRAS PLAST BCO 292 KSS,UN,10,1,CLP, $  10 
16000783,AMARRA CABLE PLASTICA (NEGRA) 250X3 6MM,UN,874,1,CLP, $  874 
16000789,ARENA CUARZO 16-20 SACO 25 KG,BOL,"5,328",1,CLP," $  5,328 "
16000804,FORRO CORTINA,UN,"3,157",1,CLP," $  3,157 "
16000820,DISPENSADOR JABON,UN,"27,850",1,CLP," $  27,850 "
16000903,"BROCA CONCRETO 6""",UN,630,1,CLP, $  630 
16000904,"BROCA CONCRETO 8""",UN,"1,222",1,CLP," $  1,222 "
16000907,BROCA CONCRETO 10 MM JORAN UN,UN,"1,409",1,CLP," $  1,409 "
16000911,BROCA CONCRETO 4 MM,UN,642,1,CLP, $  642 
16000913,BROCA CONCRETO 6 MM,UN,"1,084",1,CLP," $  1,084 "
16000937,BROCA MD 17062 E 10 MM BLACK&DECKER UN,UN,"1,437",1,CLP," $  1,437 "
16000938,BROCA MD 6 MM UN,UN,"1,664",1,CLP," $  1,664 "
16000939,BROCA MD 8 MM UN,UN,"1,336",1,CLP," $  1,336 "
16000959,BROCA SDS Û PLUS 6X150,UN,"4,800",1,CLP," $  4,800 "
16000960,BROCA SDS Û PLUS 8 * 150,UN,"2,592",1,CLP," $  2,592 "
16000984,CAJA SOBREPUESTA 89320 LEGRAND,UN,372,1,CLP, $  372 
16000988,CAJA PLASTICA CHUQUI LEGRAND,UN,907,1,CLP, $  907 
16001054,CANALETA PVC 40X20 MM,UN,"4,938",1,CLP," $  4,938 "
16001055,CANALETA PVC 100X50 MM,UN,"6,165",1,CLP," $  6,165 "
16001225,CABLE RV-K 3X1.5 MM 2 POWERFLEX MT,M,995,1,CLP, $  995 
16001253,CABLE ELECTR MT,M,"1,608",1,CLP," $  1,608 "
16001479,FLEXIBLE AGUA HI-HE 1/2X1/2X30,UN,"1,960",1,CLP," $  1,960 "
16001480,FLEXIBLE AGUA 1/2 HIX1/2 HE 40 CM,UN,"4,064",1,CLP," $  4,064 "
16001491,FLEXIBLE AGUA H1-H1 1/2X1/2X40 UN,UN,"3,382",1,CLP," $  3,382 "
16001581,ENCHUFE HEMBRA MAGIC 2P+T10A,UN,"4,265",1,CLP," $  4,265 "
16001601,ENCHUFE ADAPTADOR,UN,"1,336",1,CLP," $  1,336 "
16001622,ENCHUFE MODULO HEMB MAGIC TICINO,UN,"1,002",1,CLP," $  1,002 "
16001639,ENCHUFE MODULO BTICINO 10-16 AMP,UN,"3,080",1,CLP," $  3,080 "
16001714,LUBRICANTE ANTICORROSIVO WD-40 UN,UN,"3,734",1,CLP," $  3,734 "
16001729,BIDON PLASTICO 20 LT,UN,"8,543",1,CLP," $  8,543 "
16001753,CANALETA 20X10 CM C/CAJA LEGRAND,UN,720,1,CLP, $  720 
16001763,CINTA ADHESIVA DOBLE CONTACTO 3M UN,UN,"1,840",1,CLP," $  1,840 "
16001775,CINTA ENMASCARAR,ROL,"1,628",1,CLP," $  1,628 "
16001777,"CINTA MASKING TAPE 1,5""",UN,507,1,CLP, $  507 
16001813,ENDURECEDOR MASILLA 28 GR,UN,492,1,CLP, $  492 
16001819,ESCOBILLA,UN,"2,644",1,CLP," $  2,644 "
16001838,"GRAPA GALVANIZADA 3/8"" CJ 1000 UN",CJ,"6,800",1,CLP," $  6,800 "
16001847,DESGRASADOR ELECTRICO NOVEC 3M 340MG,UN,"19,900",1,CLP," $  19,900 "
16001860,LIMPIA CONTACTO 500 CC,UN,"9,440",1,CLP," $  9,440 "
16001885,PASTA MURO GALON,GLN,"6,900",1,CLP," $  6,900 "
16001899,PISTOLA SILICONA UN,UN,"2,430",1,CLP," $  2,430 "
16001900,PITA ALGODON RLL,ROL,"1,225",1,CLP," $  1,225 "
16001977,TUBO LED 16W 220V PHILIPS,UN,"5,983",1,CLP," $  5,983 "
16001990,MAN.MOD.810-I/ GOH-02 ACERO INOX PASO P,UN,"7,393",1,CLP," $  7,393 "
16001991,MAN.MOD.811-I/ GOH-01 ACERO INOX PASO P,UN,"8,629",1,CLP," $  8,629 "
16001992,MAN.MOD.2017-I/ ACERO INOX PASO PAR,UN,"21,362",1,CLP," $  21,362 "
16002067,CODO UN,UN,498,1,CLP, $  498 
16002274,CODO PVC HIDRAULICO 25MMX90° UN,UN,80,1,CLP, $  80 
16002275,CODO PVC HIDRAULICO 40MMX90GRADOS UN,UN,426,1,CLP, $  426 
16002296,COPLA PVC HIDRAULICA 32 MM UN,UN,900,1,CLP, $  900 
16002297,COPLA PVC SANITARIO 40 MM,UN,351,1,CLP, $  351 
16002378,TUBERIA PVC HIDRAULICA 32MM 6MT TIRA,UN,"7,800",1,CLP," $  7,800 "
16002379,TUBERIA PVC HIDRAULICA 40 MM MT,M,622,1,CLP, $  622 
16002380,TUBERIA PVC HIDRAULICA 40MM 6MT TIRA,UN,"1,200",1,CLP," $  1,200 "
16002381,TUBERIA PVC HIDRAULICA 50 MM MT,M,"1,839",1,CLP," $  1,839 "
16002383,TUBERIA PVC SANITARIA GRIS 40 MM MT,M,385,1,CLP, $  385 
16002384,TUBERIA PVC SANITARIA GRIS 50 MM MT,M,482,1,CLP, $  482 
16002388,TUBERIA PVC HIDRAULICA 20MM 6MT TIRA,UN,"3,065",1,CLP," $  3,065 "
16002389,TUBERIA PVC HIDRAULICA 25MM 6MT TIRA,UN,411,1,CLP, $  411 
16002409,"DESAGUE LAVAPLATO / BD C/T 1 1/2""",UN,"2,232",1,CLP," $  2,232 "
16002551,SELLO ANTIFUGA WC,UN,"1,127",1,CLP," $  1,127 "
16002560,"TEFLON 1/2""",UN,300,1,CLP, $  300 
16002562,"TEFLON GAS 3/4""",UN,500,1,CLP, $  500 
16002611,COMBINACION LAVAPLATO,UN,"17,639",1,CLP," $  17,639 "
16002616,BOTON PULSADOR ANTI VANDALISMO 01505006,UN,"19,467",1,CLP," $  19,467 "
16002623,"SIFON LAVAPLATO 11/2"" PREMIUM 40MM UN",UN,"1,933",1,CLP," $  1,933 "
16002627,GUANTE CABRITILLA CORTO PAR,PAA,"4,800",1,CLP," $  4,800 "
16002628,GUANTE CABRITILLA FORRADO PAR,PAA,"1,878",1,CLP," $  1,878 "
16002631,GUANTE CABRETILLA PAR,PAA,"2,300",1,CLP," $  2,300 "
16002643,GUANTE EXAMINACION LATEX “M” PAR,UN,"3,600",1,CLP," $  3,600 "
16002878,SOPLETE A GAS BUTANO( PORTATIL),UN,"20,979",1,CLP," $  20,979 "
16002893,HUAIPE SEDA KG,KG,"2,436",1,CLP," $  2,436 "
16002988,INTERRUPTOR LINEA LIVING L4001 BTICINO,UN,"1,764",1,CLP," $  1,764 "
16002989,INTERRUPTOR MODULO 9/12 BTICINO,UN,"1,530",1,CLP," $  1,530 "
16003017,INTERRUPTOR MOLDEADO 3X160A 18KA,UN,"14,313",1,CLP," $  14,313 "
16003022,INTERRUPTOR MODULO 4 VIAS,UN,"4,284",1,CLP," $  4,284 "
16003030,INTERRUPTOR DIFERENCIAL 25 AMP LEGRAND,UN,"10,460",1,CLP," $  10,460 "
16003074,TERMINAL PUNTA AZUL 14-16 PIN 2-AF,UN,60,1,CLP, $  60 
16003134,LIJA MADERA G 150,UN,50,1,CLP, $  50 
16003157,AMPOLL BALON ARGENTA E-27 60W PHILLIPS,UN,458,1,CLP, $  458 
16003163,AMPOLLETA CDM-T 830 150 W MASTER COLOR,UN,"8,900",1,CLP," $  8,900 "
16003188,AMPOLLETA HALOPAR 64832 230V 50W 10GR,UN,"2,965",1,CLP," $  2,965 "
16003201,AMPOLLETA LEDSPOTMV D 6W GU10 WW 40D,UN,"5,990",1,CLP," $  5,990 "
16003215,AMPOLLETA PLC 26W/84 G24Q3 4PIN 1675-PH,UN,990,1,CLP, $  990 
16003277,AMPOLLETA A/E SUPER X 9W L/CALIDA E27,UN,"1,789",1,CLP," $  1,789 "
16003332,AMPOLLETA HALURO 150W/842 PHILIPS,UN,"9,800",1,CLP," $  9,800 "
16003336,AMPOLLETA BIPIN 10 WATTS 12 VOLTS,UN,"1,176",1,CLP," $  1,176 "
16003337,AMPOLL HALOPAR 30 230V 75W 30 G C LARGO,UN,"3,446",1,CLP," $  3,446 "
16003360,DICROICA BASE GU 10 C/CHICOTE KANGRONE,UN,648,1,CLP, $  648 
16003367,DICROICA GU10 220 VOLTS 50 WATTS,UN,706,1,CLP, $  706 
16003420,FOCO DICROICA 35 W 12VOLTS,UN,542,1,CLP, $  542 
16003512,TUBO FLUOREC 10W 1,UN,695,1,CLP, $  695 
16003514,TUBO FLUOREC 18W 1,UN,350,1,CLP, $  350 
16003516,TUBO FLUOREC 36W 1,UN,350,1,CLP, $  350 
16003544,TUBO FLUOREC 15 W,UN,740,1,CLP, $  740 
16003545,TUBO FLUOREC 20 WATTS,UN,491,1,CLP, $  491 
16003548,GRIF. TEMPORIZADA DE MESA COMPACT,UN,"29,306",1,CLP," $  29,306 "
16003717,"TEFLON 1/2"" AGUA",UN,277,1,CLP, $  277 
16003734,PASADA PISO PROTEC CABLES 90X20MM 2MT,UN,"6,578",1,CLP," $  6,578 "
16003820,ADHESIVO AGOREX 60 HENKEL TR 1 KG,UN,"7,025",1,CLP," $  7,025 "
16003827,ADHESIVO MONTAJE THOMSIT BS 800 GR,BOL,"4,109",1,CLP," $  4,109 "
16003847,PEGAMENTO FUERTE,UN,"4,788",1,CLP," $  4,788 "
16003850,PEGAMENTO POXILINA UN,UN,"1,800",1,CLP," $  1,800 "
16003855,PEGAMENTO AGOREX 120 C C HENKEL TUBO UN,UN,"1,871",1,CLP," $  1,871 "
16003857,PEGAMENTO AGOREX 60 GL,GLN,"1,591",1,CLP," $  1,591 "
16003859,PEGAMENTO AGOREX TR 1 LT,UN,"7,975",1,CLP," $  7,975 "
16003865,COLA FRIA PROFESIONAL TR 1 KG,UN,"1,672",1,CLP," $  1,672 "
16003886,PEGAMENTO TRANSPARENTE POXIPOL TUBO,UN,"1,998",1,CLP," $  1,998 "
16003932,"PERNO COCINA 1/4""X1""",UN,442,1,CLP, $  442 
16003933,"PERNO COCINA 1/8X2"" AMERICAN SCREW C",CJ,370,1,CLP, $  370 
16003934,"PERNO COCINA 3/16X1"" UN",UN,392,1,CLP, $  392 
16003935,"PERNO COCINA 3/16X1"" AMERICAN SCREW",CJ,"1,778",1,CLP," $  1,778 "
16003936,PERNO CON GOLILLA 5/16X3.5,UN,338,1,CLP, $  338 
16003977,BATERIA ALCALINA 9 V,UN,"1,413",1,CLP," $  1,413 "
16003983,BATERIA DE 88 AH,UN,"10,840",1,CLP," $  10,840 "
16004001,PILA ELECTRICA ALCALINA AAA,UN,712,1,CLP, $  712 
16004021,PILA MICRO LITHIUM CELL CR2032 3V,UN,"1,252",1,CLP," $  1,252 "
16004024,PLACA ANONIZADA 503/1 TICINO,UN,"1,460",1,CLP," $  1,460 "
16004025,PLACA ANONIZADA 503/2 TICINO,UN,"1,602",1,CLP," $  1,602 "
16004026,PLACA ANONIZADA 503/3 TICINO,UN,"1,602",1,CLP," $  1,602 "
16004028,PLACA ANONIZADA CIEGA TICINO,UN,"1,018",1,CLP," $  1,018 "
16004037,TAPA LIV/LIGHT 3P AVENUE,UN,"11,860",1,CLP," $  11,860 "
16004038,TAPA L&L RECTANGULAR  LNA4803AG,UN,"11,900",1,CLP," $  11,900 "
16004062,SOPORT PLASTICO MATIX 3 PUESTOS,UN,380,1,CLP, $  380 
16004070,SOPORTE PLASTICO MAGIC 503R BTICINO,UN,660,1,CLP, $  660 
16004142,CERRADURA CILINDRO AGB NIQUELADO 65MM UN,UN,"4,851",1,CLP," $  4,851 "
16004157,CERRADURA LOCKER SPA UN,UN,"12,500",1,CLP," $  12,500 "
16004165,CERRADURA SEGURID AGB NIQUELADA 50MM UN,UN,"14,640",1,CLP," $  14,640 "
16004267,RODAMIENTO GRASA PQ 1/2 KG,BOL,"3,800",1,CLP," $  3,800 "
16004319,MASILLA MAGICA C/POMO ENDUREC TR 250 GR,UN,"4,101",1,CLP," $  4,101 "
16004325,SILICONA BARRA UN,UN,700,1,CLP, $  700 
16004326,SILICONA BLANCA TUBO 310 ML,UN,"2,102",1,CLP," $  2,102 "
16004329,SILICONA TRANSPARENTE SIKA SANISIL 300ML,UN,"4,782",1,CLP," $  4,782 "
16004335,SILICONA BLANCA SIKA SANISIL 300ML,UN,"2,639",1,CLP," $  2,639 "
16004339,SILICONA TRANSPARENTE,UN,"2,008",1,CLP," $  2,008 "
16004342,"TEFLON 3/4"" AGUA",UN,474,1,CLP, $  474 
16004359,SOLDADURA 60/40 1MM ROLLO,ROL,"7,548",1,CLP," $  7,548 "
16004406,PERCHA,UN,"21,038",1,CLP," $  21,038 "
16004413,TARUGO NYLON 6 MM,UN,"1,190",1,CLP," $  1,190 "
16004416,TARUGO MD 8 MMX 91 CM,UN,17,1,CLP, $  17 
16004420,TARUGO PALOMAR CON TORNILLOS UN,UN,40,1,CLP, $  40 
16004422,TARUGO MARIPOSA 8 MM,UN,26,1,CLP, $  26 
16004424,TARUGO NYLON 8 MM,UN,12,1,CLP, $  12 
16004523,TORNILLO VOLCANIT PUNTA BROCA 6X1 5/8 UN,UN,11,1,CLP, $  11 
16004524,TORNILLO VOLCANITA PUNTA BROCA 6X1 UN,UN,8,1,CLP, $  8 
16004728,ANTICOR ACIDO MURIATICO LT 1,L,689,1,CLP, $  689 
16004764,SOLVENTE NATURAL CITRASOL 5 LT,L,"10,700",1,CLP," $  10,700 "
16004785,"BROCHA 3""",UN,"2,849",1,CLP," $  2,849 "
16004788,"BROCHA 2 1/2""",UN,"1,179",1,CLP," $  1,179 "
16004803,"BROCHA 1 1/2""",UN,412,1,CLP, $  412 
16004804,"BROCHA 1""",UN,"1,041",1,CLP," $  1,041 "
16004814,RODILLO CHIPORRO 11 CM,UN,"2,660",1,CLP," $  2,660 "
16004943,LACA DUCO/PIROXILINA INCOLORA MARSON GL,GLN,"10,525",1,CLP," $  10,525 "
16004979,SELLADOR TRANSP SIKAFLEX TUBO 310 ML,UN,"1,759",1,CLP," $  1,759 "
16005106,TAPACANTO PVC GRIS LISO MATE 35 MM. MT,M,571,1,CLP, $  571 
16005172,PINO CEPILLADO SECO 2X3X3.2 MT 1,UN,"1,829",1,CLP," $  1,829 "
16005174,PINO CEPILLADO SECO 2X2X3.2MT,UN,"1,055",1,CLP," $  1,055 "
16005187,LIJA MADERA,UN,"6,638",100,CLP, $  66 
16005219,CINTA AISLADORA GOMA,UN,"5,399",1,CLP," $  5,399 "
16005232,MEMORIA RAM 4 GB,UN,"27,465",1,CLP," $  27,465 "
16005257,INTERRUPTOR CURVA C-10 A LEGRAND,UN,"4,970",1,CLP," $  4,970 "
16005258,INTERRUPTOR CURVA C-16 A LEGRAND,UN,"4,970",1,CLP," $  4,970 "
16005259,INTERRUPTOR CURVA C-20 A LEGRAND,UN,"4,970",1,CLP," $  4,970 "
16005260,INTERRUPTOR CURVA C-25 A LEGRAND,UN,"4,140",1,CLP," $  4,140 "
16005273,AUDIFONOS,UN,"4,907",1,CLP," $  4,907 "
16005280,CINTA TELA MULTIUSO 2 3M ROLLO 55 MT,UN,"3,269",1,CLP," $  3,269 "
16005304,"VALVULA DESCARGA 1 1/4""",UN,"18,588",1,CLP," $  18,588 "
16005319,PEGAMENTO INSTAN LA GOTITA POXIPOL,UN,"1,840",1,CLP," $  1,840 "
16005560,TUBO FLUOREC T-5 54W COLOR 83,UN,"1,580",1,CLP," $  1,580 "
16005566,AMPOLL MASTER COLOR D.C 70W 3000ºK PHILI,UN,"17,900",1,CLP," $  17,900 "
16005572,DISPLAY 7 SEG USB BAL S9,UN,"202,636",1,CLP," $  202,636 "
16005741,AMPOLLETA COMPACTA UN 26W - 4PIN,UN,"1,381",1,CLP," $  1,381 "
16005757,CINTA TELA ROLLO 27 MTS.,ROL,"3,244",1,CLP," $  3,244 "
16005762,CODOS PVC 40 MM UN 90º,UN,256,1,CLP, $  256 
16005763,CODOS PVC 50 MM UN 90º,UN,325,1,CLP, $  325 
16005792,PEGAMENTO NO MAS CLAVOS PATEX 250 GR,UN,"2,199",1,CLP," $  2,199 "
16005822,ABRAZADERA PVC 40 MM GRIS,UN,200,1,CLP, $  200 
16005830,"BROCHA 2"" UN",UN,"2,474",1,CLP," $  2,474 "
16005832,CABLE ELECTRICO SUPERFLEX 3x16 AWG M,UN,419,1,CLP, $  419 
16005840,"PERNO COCINA 5/32X1 1/2"" UN",UN,389,1,CLP, $  389 
16005854,CANDADO FORJADO ODIS710,UN,"4,109",1,CLP," $  4,109 "
16005905,GUANTE DIELECTRICO PAR,PAA,"2,800",1,CLP," $  2,800 "
16005931,HALOSPOT 111 IRC 35W 12V FLOOD,UN,"3,171",1,CLP," $  3,171 "
16005996,CANDADO,UN,"332,800",100,CLP," $  3,328 "
16006100,TORNILLO VOLCANITA PUNTA FINA 6MM X 1. 1,CJ,916,1,CLP, $  916 
16006101,TORNILLO VOLCANITA PUNTA FINA 6MM X 1. 3,CJ,580,1,CLP, $  580 
16006102,TORNILLO VOLCANITA PUNTA FINA 6MM X 2. 1,CJ,"1,252",1,CLP," $  1,252 "
16006447,ENCHUFE VOLANTE HEMBRA 10A,UN,"2,900",1,CLP," $  2,900 "
16006448,ENCHUFE VOLANTE HEMBRA 16 A,UN,"3,225",1,CLP," $  3,225 "
16006449,ENCHUFE VOLANTE MACHO 10A,UN,"1,755",1,CLP," $  1,755 "
16006450,ENCHUFE VOLANTE MACHO 16 A,UN,"1,165",1,CLP," $  1,165 "
16006492,HALOGENO HPL -750 230V/750W,UN,"18,900",1,CLP," $  18,900 "
16006504,HALOGENA HPL.575 230V/575W,UN,"29,200",1,CLP," $  29,200 "
16006584,"LIQUIDO ""L GAMME"" P/MAQ DE HUMO BD 5 LT",L,"2,592",1,CLP," $  2,592 "
16006769,RODILLO PU JCM UBA,UN,"1,168",1,CLP," $  1,168 "
16006832,LAMPARA DESCARGA HMI 575W / GS(XS),UN,"58,656",1,CLP," $  58,656 "
16006872,TERMINAL PUNTA VERDE AWG UN,UN,136,1,CLP, $  136 
16006873,TERMINAL PUNTA NARANJO AWG UN,UN,126,1,CLP, $  126 
16006874,TERMINAL PUNTA NEGRO AWG UN,UN,79,1,CLP, $  79 
16006875,TERMINAL PUNTA GRIS AWG UN,UN,79,1,CLP, $  79 
16006876,TERMINAL PUNTA ROJO AWG UN,UN,72,1,CLP, $  72 
16006877,TERMINAL PUNTA AMARILLO 12-10 PIN5.5 AF,UN,"5,898",1,CLP," $  5,898 "
16006878,TERMINAL HORQUILLA AMARILLO AWG UN,UN,"4,520",1,CLP," $  4,520 "
16006879,TERMINAL ANILLO AZUL  16-14 RF2-3,UN,"2,389",1,CLP," $  2,389 "
16006880,TERMINAL HORQUILLA ROJO AWG UN,UN,"2,195",1,CLP," $  2,195 "
16006942,AMPOLL HALURO METALICO 150W 3000K,UN,"5,506",1,CLP," $  5,506 "
16006951,LECTOR DVD LITEON 18X ATR,UN,"36,103",1,CLP," $  36,103 "
16006993,GUANTE SHOWA AMARILLO PVC 772 LARGO UN,UN,"9,260",1,CLP," $  9,260 "
16007012,"CINTA GAFFER 2""",UN,"6,504",1,CLP," $  6,504 "
16007035,"GUANTE EXAMINACION LATEX  ""L"" PAR",UN,"3,880",1,CLP," $  3,880 "
16007037,"GUANTE EXAMINACION LATEX  ""S"" PAR",UN,"3,880",1,CLP," $  3,880 "
16007092,"PINO CEPILLADO SECO 3""X3""X3,2 MT",UN,"3,956",1,CLP," $  3,956 "
16007099,JOYSTICK W/ BUTTON,UN,"9,840",1,CLP," $  9,840 "
16007107,BALLAST ELECTRONICO GE  T8/T10 2X 36W,UN,"3,200",1,CLP," $  3,200 "
16007136,LOCTITE 342,UN,"1,251",1,CLP," $  1,251 "
16007254,PLACA ELECTRICA,UN,"1,052",1,CLP," $  1,052 "
16007283,ENCHUFE MACHO SEG.MAGIC 2P+T10A UN,UN,"4,120",1,CLP," $  4,120 "
16007393,CINTA ANTIDESLIZANTE,ROL,"17,278",1,CLP," $  17,278 "
16007443,CODO 50 MM HIDRAULICO  PVC X 90 GRADOS,UN,993,1,CLP, $  993 
16007445,CODO 20 MM HIDRAULICO PVC X 90 GRADOS,UN,60,1,CLP, $  60 
16007476,VENTILADOR 50X50X10MM 12V,UN,"7,399",1,CLP," $  7,399 "
16007480,RUEDA CARRO PORTAEQUIPAJE,UN,"42,946",1,CLP," $  42,946 "
16007526,BALLAST PL 2X26 W 230 V ELECTRONICO,UN,"3,250",1,CLP," $  3,250 "
16007609,BALLAST GE LIGHTING C E B-2642,UN,"6,096",1,CLP," $  6,096 "
16007611,BROCA PARA METAL 10 MM,UN,"1,903",1,CLP," $  1,903 "
16007632,BROCA PARA METAL 4 MM,UN,540,1,CLP, $  540 
16007633,BROCA PARA METAL 6 MM,UN,775,1,CLP, $  775 
16007634,BROCA PARA METAL 8 MM,UN,"1,496",1,CLP," $  1,496 "
16007635,BROCA PUNTA FLECHA 10 MM,UN,"6,193",1,CLP," $  6,193 "
16007636,BROCA PUNTA FLECHA 6 MM,UN,"3,678",1,CLP," $  3,678 "
16007637,BROCA PUNTA FLECHA 8 MM,UN,"2,517",1,CLP," $  2,517 "
16007638,CODOS HIDRAULICOS 90° 32 MM,UN,170,1,CLP, $  170 
16007639,COPLA HIDRAULICA 20 MM,UN,50,1,CLP, $  50 
16007640,COPLA HIDRAULICA 25 MM,UN,80,1,CLP, $  80 
16007641,"CAJA CORCHETE 3/8 "" 8MM 100 UN",UN,"2,042",1,CLP," $  2,042 "
16007642,LIJA FIERRO N°100,UN,164,1,CLP, $  164 
16007643,LIJA MADERA N°180,UN,88,1,CLP, $  88 
16007644,TUBOS PVC HIDRAULICO 45º 20 MM,UN,90,1,CLP, $  90 
16007645,TUBOS PVC HIDRAULICO 45º 25 MM,UN,150,1,CLP, $  150 
16007646,TUBOS PVC HIDRAULICO 45º 32 MM,UN,200,1,CLP, $  200 
16007647,TUBOS PVC HIDRAULICO 45º 40 MM,UN,350,1,CLP, $  350 
16007648,TUBOS PVC HIDRAULICO 45º 50 MM,UN,740,1,CLP, $  740 
16007655,CINTA JUNTA PLAC,UN,"1,140",1,CLP," $  1,140 "
16007708,TARJETA INVERSORA ATR HAR,UN,"19,929",1,CLP," $  19,929 "
16007710,KIT REPARACION SPC2 SUZO ARI VIR,UN,"6,109",1,CLP," $  6,109 "
16007716,CINTA ROTULADORA,UN,"1,765",1,CLP," $  1,765 "
16007738,ANILLO O SEGURO PARA JCM UBA,UN,607,1,CLP, $  607 
16007794,FUENTE DE PODER EXC AIN,UN,"338,054",1,CLP," $  338,054 "
16007820,BALLAST ELECTRONICO GE CFL 2X26W,UN,"8,719",1,CLP," $  8,719 "
16007878,CAUTIN ELECTRICO,UN,"9,800",1,CLP," $  9,800 "
16007910,ARTICULOS ELECTRICOS,UN,"8,072",1,CLP," $  8,072 "
16007969,PISTOLA PARA PINTAR,UN,"29,460",1,CLP," $  29,460 "
16008079,PIN RODIlLO PRESION CUM 4091-4196-4391,UN,"1,460",1,CLP," $  1,460 "
16008104,CABLE ELECTRICO SUPERFLEX 3x16 AWG M,UN,419,1,CLP, $  419 
16008106,RODILLO PU JCM UBA,UN,"1,252",1,CLP," $  1,252 "
16008107,FIJACION ROSCAS TORQUE 26 NM -55 -+180°C,UN,"1,432",1,CLP," $  1,432 "
16008161,CABLE TOXFREE 2.5 MM ROJO,M,194,1,CLP, $  194 
16008180,CONTACTOR UNIP.1F 25A MULTI 9,UN,"19,490",1,CLP," $  19,490 "
16008181,INTERRUPTOR BTICINO N4001 LINEA LIGHT,UN,"2,996",1,CLP," $  2,996 "
16008194,AMARRA CABLE PLASTICOS 30 CM LARGO,UN,25,1,CLP, $  25 
16008195,AMARRA CABLE PLASTICOS 20 CM,UN,15,1,CLP, $  15 
16008196,"CINTA ENMASCARAR DE 2""",UN,"1,924",1,CLP," $  1,924 "
16008197,CINTA ANMASCARAR DE 1 PULGADA,UN,728,1,CLP, $  728 
16008199,ALAMBRE GALVANIZADO,M,"1,445",1,CLP," $  1,445 "
16008200,HILO DE PESCAR TRANSPARENTE,M,"1,800",1,CLP," $  1,800 "
16008201,CONECTOR RJ 45,UN,"1,380",1,CLP," $  1,380 "
16008202,CONECTORES DE HEMBRA VOLANTE RJ45,UN,893,1,CLP, $  893 
16008203,CABLE UNIFILAR UTP CAT 5 305 M,UN,"93,635",1,CLP," $  93,635 "
16008204,ADHESIVO PARA PVC,UN,"2,681",1,CLP," $  2,681 "
16008241,LIJA MADERA N°100,UN,"1,000",1,CLP," $  1,000 "
16008242,LIJA MADERA N°120,UN,97,1,CLP, $  97 
16008258,ARTICULOS DE MANTENCION,UN,"2,646,200",100,CLP," $  26,462 "
16008301,"TAPA ALUMINIO BTICINO N4803, LÍNEA LIGHT",UN,"7,740",1,CLP," $  7,740 "
16008302,SOPORTE BTICINO N4703 LINEA LIGHT,UN,949,1,CLP, $  949 
16008303,MODULO ENCHUFE BTICINO N4113 LINEA LIGHT,UN,"1,948",1,CLP," $  1,948 "
16008304,FALSO POLO BTICINO N4950 LINEA LIGHT,UN,480,1,CLP, $  480 
16008305,DIMMER BTICINO N4406 LINEA LIGHT,UN,"19,124",1,CLP," $  19,124 "
16008337,SELLO DE SEGURIDAD,UN,22,1,CLP, $  22 
16008338,AMPOLLETA  GU-10 11 WATTS,UN,"4,936",1,CLP," $  4,936 "
16008345,AMPOLLETA GU-10 7WATT,UN,"3,941",1,CLP," $  3,941 "
16008362,CABLE HDMI MT,UN,368,1,CLP, $  368 
16008398,TARJETA CPU NTX2 WMS BB2,UN,"1,469,332",1,CLP," $  1,469,332 "
16008516,GUIA PLAST ACEPTADOR BILLETE C9,UN,"23,744",1,CLP," $  23,744 "
16008544,HISOPO PARA BAÑO,UN,950,1,CLP, $  950 
16008549,PLACA CIEGA TITANIO,UN,"1,998",1,CLP," $  1,998 "
16008553,CABLE MINI IDE IGT,UN,"15,710",1,CLP," $  15,710 "
16008563,TUBO T5 FLUORESCENTE 14W /830 HE,UN,"1,420",1,CLP," $  1,420 "
16008564,TUBO FLUORESCENTE T5  28W /830 OSRAM,UN,970,1,CLP, $  970 
16008572,AMPOLLETA GU 10 LED 1W - MOD 30009,UN,"4,530",1,CLP," $  4,530 "
16008573,AMPOLLETA GU 10 11W - MOD BR0117i,UN,"7,177",1,CLP," $  7,177 "
16008583,SIKADUR 31 HI-MOD GEL,UN,"7,033",1,CLP," $  7,033 "
16008584,CINTA ANTIDESLIZANTE PARA EXTINTOR,UN,"15,900",1,CLP," $  15,900 "
16008585,INTERRUPTOR VOLANTE 4 BORNES COD: S62NF,UN,"1,252",1,CLP," $  1,252 "
16008586,BUZO MULTIUSO,UN,"2,400",1,CLP," $  2,400 "
16008588,BUZO PROTECTOR,UN,"2,000",1,CLP," $  2,000 "
16008668,AMPOLLETA ILUMINA GU10 WW,UN,"8,200",1,CLP," $  8,200 "
16008683,"TORNILLO AUTO PERFORANTE 1 5/8""",UN,25,1,CLP, $  25 
16008785,GUANTE ALTA RESISTENCIA ANTIDESLIZANTE,UN,"3,775",1,CLP," $  3,775 "
16008843,MOLDURA BANDEJA DLP3 150X50X2 10432 LEGR,M,368,1,CLP, $  368 
16008886,ROSETA SEGURIDAD ACERO INOX,UN,"1,281",1,CLP," $  1,281 "
16008887,SEGURO MANUAL AGB N. MATE 70 MM CENTRADO,UN,"27,087",1,CLP," $  27,087 "
