name,brand,month,qty,price_unit,total_sales
GALERIAS (QRO),HISENSE,May,2,2434.4843105,4868.968621
LEON CENTRO (LEON),KODAK,December,4,1216.810086,4867.240344
PARQUE (QRO),BLU,October,6,810.9190229833333,4865.5141379
ALLENDE (QRO),HUAWEI,July,1,4826.726552,4826.726552
CORREGIDORA 4 (QRO),HUAWEI,October,1,4826.726552,4826.726552
ALAMEDA (QRO),HUAWEI,July,1,4826.726552,4826.726552
CORREGIDORA 3 (QRO),HUAWEI,January,1,4826.726552,4826.726552
CORREGIDORA 3 (QRO),HUAWEI,November,1,4826.726552,4826.726552
LA CRUZ (QRO),MOTO,March,1,4826.724138,4826.724138
LA CRUZ (QRO),MOTO,June,1,4826.7241,4826.7241
ANDADOR (CELAYA),XIAOMI,November,1,4826.72,4826.72
PARQUE (CELAYA),XIAOMI,December,2,2412.935,4825.87
LEON CENTRO (LEON),NOKIA,December,2,2412.930345,4825.86069
HIDALGO (CELAYA),HISENSE,February,2,2412.93,4825.86
GUERRERO (QRO),HISENSE,February,2,2412.93,4825.86
PARQUE (CELAYA),MOTO,June,2,2412.92955,4825.8591
HIDALGO (CELAYA),ZTE,May,3,1608.3366666666668,4825.01
ALAMEDA (QRO),ZTE,May,3,1608.3366666666668,4825.01
HIDALGO (CELAYA),NOKIA,December,4,1195.25930345,4781.0372138
ALAMEDA (QRO),BLU,December,9,530.7472796666666,4776.725517
CONSTITUYENTES (QRO),HONOR,June,1,4753.0,4753.0
PLAZA MAYOR (LEON),HUAWEI,April,1,4740.52,4740.52
CORREGIDORA 2 (QRO),MOTOROLA,May,1,4740.52,4740.52
CONSTITUYENTES (QRO),HUAWEI,January,1,4740.52,4740.52
ALLENDE (CELAYA),XIAOMI,April,1,4740.5172,4740.5172
URBAN (QRO),NOKIA,May,2,2369.83,4739.66
PORTAL (QRO),SAM,May,2,2369.83,4739.66
HIDALGO (CELAYA),XIAOMI,August,2,2369.828103,4739.656206
CORREGIDORA 3 (QRO),NOKIA,February,2,2369.827414,4739.654828
ANTEA (QRO),HISENSE,September,2,2369.825,4739.65
MADERO (LEON),NOKIA,November,7,1062.3566666666666,4735.35
HIDALGO (CELAYA),ZTE,June,4,1175.8625,4703.45
PLAZA PATIO (QRO),NOKIA,April,6,782.1840805333333,4693.1044832
MADERO (LEON),NOKIA,September,2,2333.689655,4667.37931
GALERIAS (QRO),SAM,August,1,4654.312759,4654.312759
ANTEA (QRO),SAM,January,1,4654.312759,4654.312759
URBAN (QRO),SAM,August,1,4654.310345,4654.310345
CONSTITUYENTES (QRO),SAM,February,1,4654.310345,4654.310345
PARQUE (QRO),MOTO,November,1,4654.310345,4654.310345
HIDALGO 2 (CELAYA),MOTO,November,1,4654.3103,4654.3103
HIDALGO 2 (CELAYA),MOTO,June,1,4654.3103,4654.3103
LA VICTORIA (QRO),HONOR,December,1,4654.31,4654.31
URBAN (QRO),HONOR,May,1,4654.31,4654.31
LA CRUZ (QRO),HONOR,June,1,4654.31,4654.31
GUERRERO (QRO),HONOR,September,1,4654.31,4654.31
CORREGIDORA 2 (QRO),HONOR,October,1,4654.31,4654.31
BOULEVARES (QRO),SAM,April,1,4654.31,4654.31
ALAMEDA (QRO),XIAOMI,July,1,4654.31,4654.31
FIESTA (IRAPUATO),NOKIA,January,2,2326.7251724999996,4653.450344999999
CORREGIDORA 4 (QRO),REALME,September,2,2326.725,4653.45
LEON CENTRO (LEON),XIAOMI,January,2,2326.724138,4653.448276
ANDADOR (CELAYA),ZTE,August,2,2326.724131,4653.448262
GUERRERO (QRO),SAM,October,2,2326.7236205,4653.447241
CONSTITUYENTES (QRO),SAM,February,2,2326.7236205,4653.447241
ANTEA (QRO),SAM,February,2,2326.7236205,4653.447241
MADERO (LEON),HISENSE,March,2,2326.723276,4653.446552
ALAMEDA (QRO),HISENSE,January,2,2326.7231035,4653.446207
FIESTA (IRAPUATO),REALME,October,2,2326.7200000000003,4653.4400000000005
HIDALGO 2 (CELAYA),REALME,January,2,2326.72,4653.44
LEON CENTRO (LEON),REALME,January,2,2326.72,4653.44
PLAZA PATIO (QRO),BLU,April,4,1162.931034725,4651.7241389
HIDALGO (CELAYA),ZTE,November,4,1162.931034525,4651.7241381
GUERRERO (QRO),KODAK,May,4,1162.93,4651.72
ALLENDE (QRO),SENWA,July,9,512.5484291222223,4612.9358621
LEON CENTRO (LEON),NOKIA,February,4,1152.15560345,4608.6224138
BOULEVARES (QRO),MOTO,January,1,4585.344828,4585.344828
LEON CENTRO (LEON),XIAOMI,September,1,4568.11,4568.11
MADERO (QRO),MOTO,August,1,4568.105862,4568.105862
MADERO (QRO),MOTO,March,1,4568.105862,4568.105862
MAYOREO (QRO),SAM,November,1,4568.103448,4568.103448
CONSTITUYENTES (QRO),HONOR,August,1,4568.103448,4568.103448
PLAZA MAYOR (LEON),HONOR,June,1,4568.103448,4568.103448
LA VICTORIA (QRO),HONOR,May,1,4568.103448,4568.103448
PLAZA MAYOR (LEON),REALME,February,2,2283.622069,4567.244138
HIDALGO 2 (CELAYA),NOKIA,September,2,2283.621864,4567.243728
ANTEA (QRO),HISENSE,January,2,2283.62,4567.24
ANTEA (QRO),HISENSE,April,2,2283.619655,4567.23931
HIDALGO (CELAYA),NOKIA,June,2,2283.6189655,4567.237931
HIDALGO 2 (CELAYA),HISENSE,April,2,2283.6184,4567.2368
LEON CENTRO (LEON),LANIX,December,3,1522.1278160000002,4566.3834480000005
CORREGIDORA 2 (QRO),LANIX,September,3,1522.1250573333334,4566.375172
GUERRERO (QRO),NOKIA,January,4,1141.37931035,4565.5172414
PARQUE (QRO),BLU,August,8,570.2587930875,4562.0703447
GUERRERO (QRO),BLU,June,8,570.2586207625,4562.0689661
ALAMEDA (QRO),BLU,March,4,1130.602586275,4522.4103451
LEON CENTRO (LEON),BLU,March,6,753.4482758666667,4520.6896552
LA CRUZ (QRO),HONOR,September,1,4481.9,4481.9
LA VICTORIA (QRO),HONOR,November,1,4481.9,4481.9
PORTAL (QRO),MOTO,May,1,4481.9,4481.9
PORTAL (QRO),HONOR,September,1,4481.9,4481.9
MADERO (QRO),HONOR,March,1,4481.9,4481.9
LA VICTORIA (QRO),HONOR,October,1,4481.9,4481.9
MADERO (QRO),SAM,September,1,4481.9,4481.9
CORREGIDORA 4 (QRO),HONOR,November,1,4481.9,4481.9
LEON CENTRO (LEON),HONOR,September,1,4481.9,4481.9
LEON CENTRO (LEON),HONOR,December,1,4481.9,4481.9
MADERO (QRO),HONOR,April,1,4481.9,4481.9
MADERO (LEON),MOTO,October,1,4481.9,4481.9
PORTAL (QRO),HONOR,December,1,4481.9,4481.9
CONSTITUYENTES (QRO),MOTO,March,1,4481.9,4481.9
PARQUE (CELAYA),HUAWEI,November,1,4481.896552,4481.896552
FIESTA (IRAPUATO),HUAWEI,October,1,4481.896552,4481.896552
VIA ALTA SUR (LEON),HUAWEI,November,1,4481.896552,4481.896552
PARQUE (QRO),HUAWEI,December,1,4481.896552,4481.896552
URBAN (QRO),MOTO,December,1,4481.896552,4481.896552
ALLENDE (QRO),HUAWEI,November,1,4481.896552,4481.896552
LA CRUZ (QRO),HUAWEI,January,1,4481.896552,4481.896552
MAYOREO (QRO),SAM,July,1,4481.896551,4481.896551
ALLENDE (QRO),REALME,August,2,2240.52,4481.04
GUERRERO (QRO),REALME,August,2,2240.52,4481.04
ALLENDE (CELAYA),NOKIA,October,2,2240.519483,4481.038966
FIESTA (IRAPUATO),NOKIA,February,2,2240.519483,4481.038966
ALLENDE (CELAYA),LANIX,June,2,2240.518431,4481.036862
BOULEVARES (QRO),ZTE,May,2,2240.5172414999997,4481.034482999999
MAYOREO (QRO),HISENSE,October,2,2240.5172405000003,4481.034481000001
ALLENDE (CELAYA),LANIX,March,2,2240.5172000000002,4481.0344000000005
BOULEVARES (QRO),NOKIA,December,2,2240.515,4481.03
LEON CENTRO (LEON),LANIX,May,2,2240.515,4481.03
GUERRERO (QRO),ZTE,February,3,1493.5216,4480.5648
ALLENDE (QRO),LANIX,November,3,1493.3909193333336,4480.172758000001
ALAMEDA (QRO),BLU,May,7,639.5313793428571,4476.7196554
ALLENDE (QRO),SENWA,December,9,497.2227586222222,4475.0048276
CORREGIDORA 4 (QRO),ALCATEL,March,2,2218.9655175,4437.931035
GALERIAS (QRO),HISENSE,June,1,4395.692069,4395.692069
GUERRERO (QRO),XIAOMI,May,2,2197.415,4394.83
ALLENDE (CELAYA),LANIX,December,2,2197.412931,4394.825862
PLAZA PATIO (QRO),MOTO,November,2,2197.412414,4394.824828
FIESTA (IRAPUATO),REALME,September,2,2197.412069,4394.824138
GUERRERO (QRO),REALME,January,2,2197.41,4394.82
ALAMEDA (QRO),NOKIA,March,4,1098.27534495,4393.1013798
ALLENDE (CELAYA),BLU,May,5,878.44848282,4392.2424141
ANDADOR (CELAYA),BLU,August,9,487.6436781333333,4388.7931032
PLAZA PATIO (QRO),HUAWEI,August,2,2183.1551725,4366.310345
HIDALGO (CELAYA),ZTE,December,4,1087.5,4350.0
BOULEVARES (QRO),MOTO,November,1,4309.485172,4309.485172
BOULEVARES (QRO),SAM,January,1,4309.485172,4309.485172
VIA ALTA SUR (LEON),HUAWEI,December,1,4309.482759,4309.482759
CONSTITUYENTES (QRO),XIAOMI,January,1,4309.482759,4309.482759
HIDALGO 2 (CELAYA),SAM,November,1,4309.4827,4309.4827
HIDALGO (CELAYA),XIAOMI,May,1,4309.4827,4309.4827
HIDALGO 2 (CELAYA),HUAWEI,July,1,4309.4827,4309.4827
HIDALGO 2 (CELAYA),HUAWEI,April,1,4309.4827,4309.4827
HIDALGO 2 (CELAYA),HUAWEI,August,1,4309.4827,4309.4827
HIDALGO (CELAYA),HONOR,August,1,4309.4827,4309.4827
CORREGIDORA 2 (QRO),XIAOMI,December,1,4309.48,4309.48
GALERIAS (QRO),MOTO,January,1,4309.48,4309.48
PLAZA MAYOR (LEON),HONOR,September,1,4309.48,4309.48
URBAN (QRO),MOTO,May,2,2154.312414,4308.624828
PLAZA MAYOR (LEON),HISENSE,September,2,2154.3115515,4308.623103
CORREGIDORA 2 (QRO),HISENSE,February,2,2154.3113795,4308.622759
LA VICTORIA (QRO),HUAWEI,June,2,2154.310345,4308.62069
HIDALGO 2 (CELAYA),ZTE,June,2,2154.310345,4308.62069
PLAZA MAYOR (LEON),HUAWEI,October,2,2154.310345,4308.62069
GUERRERO (QRO),HUAWEI,August,2,2154.310345,4308.62069
PARQUE (CELAYA),HISENSE,November,2,2154.31,4308.62
MADERO (LEON),HISENSE,November,2,2154.31,4308.62
ALLENDE (CELAYA),NOKIA,September,2,2154.31,4308.62
PLAZA MAYOR (LEON),NOKIA,May,2,2154.31,4308.62
URBAN (QRO),XIAOMI,April,2,2154.31,4308.62
ALAMEDA (QRO),LANIX,October,2,2154.31,4308.62
CORREGIDORA 4 (QRO),ZTE,April,3,1435.91954,4307.7586200000005
ANDADOR (CELAYA),BLU,May,5,861.2068966999999,4306.0344835
LEON CENTRO (LEON),BLU,October,7,614.9016748428572,4304.3117239
ANDADOR (CELAYA),ALC,August,2,2137.067069,4274.134138
GALERIAS (QRO),HISENSE,January,2,2132.755,4265.51
ALLENDE (CELAYA),ZTE,September,3,1421.5513773333332,4264.654132
FIESTA (IRAPUATO),ZTE,September,4,1065.9475,4263.79
HIDALGO (CELAYA),BLU,March,5,699.568965425,4262.9310337
VIA ALTA SUR (LEON),XIAOMI,August,1,4258.0,4258.0
CONSTITUYENTES (QRO),MOTO,February,1,4240.517241,4240.517241
ALLENDE (QRO),ALCATEL,July,2,2119.83,4239.66
ALAMEDA (QRO),ALCATEL,June,2,2119.83,4239.66
OBREGON (LEON),HISENSE,January,1,4224.1379,4224.1379
OBREGON (LEON),HUAWEI,September,1,4224.1379,4224.1379
GALERIAS (QRO),XIAOMI,May,1,4223.28,4223.28
CONSTITUYENTES (QRO),XIAOMI,December,1,4223.28,4223.28
VIA ALTA SUR (LEON),HUAWEI,March,1,4223.278276,4223.278276
HIDALGO (CELAYA),HUAWEI,July,1,4223.278276,4223.278276
ALAMEDA (QRO),HUAWEI,September,1,4223.278276,4223.278276
VIA ALTA SUR (LEON),HUAWEI,June,1,4223.278276,4223.278276
GALERIAS (QRO),MOTO,July,1,4223.278276,4223.278276
MADERO (LEON),MOTO,December,1,4223.275862,4223.275862
URBAN (QRO),MOTO,January,1,4223.275862,4223.275862
HIDALGO (CELAYA),HONOR,October,1,4223.2758,4223.2758
ANDADOR (CELAYA),HUAWEI,April,1,4223.2758,4223.2758
LA VICTORIA (QRO),HISENSE,May,1,4223.275,4223.275
PARQUE (CELAYA),MOTO,August,2,2111.21,4222.42
CORREGIDORA 2 (QRO),XIAOMI,June,2,2111.207414,4222.414828
GALERIAS (QRO),NOKIA,November,2,2111.2051725,4222.410345
PLAZA PATIO (QRO),HISENSE,April,2,2111.205,4222.41
CORREGIDORA 3 (QRO),ALCATEL,May,2,2111.205,4222.41
CORREGIDORA 4 (QRO),BLU,June,3,1407.1848277333331,4221.5544832
MADERO (QRO),NOKIA,May,3,1407.1839082666665,4221.5517248
CORREGIDORA 3 (QRO),BLU,July,7,597.660295642857,4183.622069499999
OBREGON (LEON),HUAWEI,July,1,4181.17,4181.17
PLAZA PATIO (QRO),ZTE,May,3,1392.8175860000001,4178.452758
BOULEVARES (QRO),BLU,November,5,835.3448275799999,4176.7241379
OBREGON (LEON),HUAWEI,February,1,4137.931,4137.931
ALLENDE (CELAYA),HONOR,June,1,4137.1444,4137.1444
LA CRUZ (QRO),XIAOMI,August,1,4137.071379,4137.071379
MADERO (LEON),XIAOMI,March,1,4137.071379,4137.071379
VIA ALTA SUR (LEON),MOTO,January,1,4137.07,4137.07
VIA ALTA SUR (LEON),HONOR,September,1,4137.07,4137.07
ANTEA (QRO),SAM,March,1,4137.07,4137.07
VIA ALTA SUR (LEON),MOTO,October,1,4137.07,4137.07
ANDADOR (CELAYA),ZTE,October,3,1379.0233333333333,4137.07
MADERO (LEON),HUAWEI,August,1,4137.07,4137.07
LA CRUZ (QRO),HUAWEI,April,1,4137.07,4137.07
CONSTITUYENTES (QRO),MOTO,January,1,4137.068966,4137.068966
HIDALGO 2 (CELAYA),XIAOMI,June,1,4137.068966,4137.068966
HIDALGO 2 (CELAYA),HONOR,June,1,4137.0689,4137.0689
HIDALGO 2 (CELAYA),HONOR,August,1,4137.0689,4137.0689
PARQUE (CELAYA),HUAWEI,March,1,4137.068276,4137.068276
MADERO (LEON),HUAWEI,January,1,4137.068276,4137.068276
FIESTA (IRAPUATO),HISENSE,August,2,2068.11,4136.22
ALAMEDA (QRO),LANIX,July,2,2068.105862,4136.211724
LA VICTORIA (QRO),XIAOMI,March,2,2068.105,4136.21
PARQUE (QRO),HISENSE,May,2,2068.105,4136.21
HIDALGO 2 (CELAYA),NOKIA,June,2,2068.1046555,4136.209311
PLAZA PATIO (QRO),HISENSE,May,2,2068.1034485,4136.206897
MADERO (LEON),ZTE,July,3,1378.7352873333332,4136.205862
ALLENDE (CELAYA),LANIX,July,2,2068.102931,4136.205862
LEON CENTRO (LEON),LANIX,January,2,2068.102931,4136.205862
HIDALGO (CELAYA),LANIX,October,2,2068.1017,4136.2034
FIESTA (IRAPUATO),ZTE,October,3,1378.45,4135.35
CORREGIDORA 2 (QRO),NOKIA,January,3,1378.45,4135.35
GUERRERO (QRO),ACER,November,3,1378.448276,4135.344828
LEON CENTRO (LEON),ACER,November,3,1378.448276,4135.344828
PARQUE (CELAYA),KODAK,August,3,1378.448276,4135.344828
ANDADOR (CELAYA),KODAK,August,3,1378.448276,4135.344828
ANDADOR (CELAYA),KODAK,July,3,1378.448276,4135.344828
ALLENDE (QRO),KODAK,July,3,1378.448276,4135.344828
LA VICTORIA (QRO),ACER,January,3,1378.448276,4135.344828
ALAMEDA (QRO),KODAK,May,3,1378.448276,4135.344828
HIDALGO 2 (CELAYA),KODAK,September,3,1378.448276,4135.344828
OBREGON (LEON),BLU,November,4,1033.621034725,4134.4841389
LA VICTORIA (QRO),BLU,June,5,826.7241378599999,4133.6206893
ALAMEDA (QRO),HISENSE,January,2,2046.555,4093.11
HIDALGO (CELAYA),NOKIA,September,4,1022.8450819,4091.3803276
HIDALGO (CELAYA),BLU,October,7,584.1133005428571,4088.7931037999997
PARQUE (QRO),HUAWEI,March,1,4050.864483,4050.864483
FIESTA (IRAPUATO),HONOR,September,1,4050.862069,4050.862069
HIDALGO (CELAYA),HONOR,May,1,4050.862,4050.862
ANDADOR (CELAYA),HONOR,November,1,4050.862,4050.862
PLAZA MAYOR (LEON),HONOR,April,1,4050.862,4050.862
ANTEA (QRO),HONOR,January,1,4050.86,4050.86
CONSTITUYENTES (QRO),XIAOMI,February,1,4050.86,4050.86
HIDALGO 2 (CELAYA),HONOR,October,1,4050.86,4050.86
CONSTITUYENTES (QRO),HONOR,July,1,4050.86,4050.86
CORREGIDORA 4 (QRO),SAM,December,1,4050.86,4050.86
PARQUE (QRO),SAM,October,1,4050.86,4050.86
MADERO (LEON),XIAOMI,December,1,4050.86,4050.86
ALLENDE (CELAYA),XIAOMI,October,1,4050.86,4050.86
GALERIAS (QRO),SAM,December,1,4050.86,4050.86
URBAN (QRO),HONOR,April,1,4050.86,4050.86
BOULEVARES (QRO),MOTO,August,1,4050.86,4050.86
LA CRUZ (QRO),HUAWEI,August,1,4050.86,4050.86
MADERO (QRO),LANIX,August,2,2025.005,4050.01
MADERO (LEON),HONOR,July,1,4050.0,4050.0
PLAZA MAYOR (LEON),ZTE,May,3,1349.9994253333334,4049.9982760000003
URBAN (QRO),ZTE,November,3,1349.7127587,4049.1382761
HIDALGO (CELAYA),ZTE,September,3,1349.7124136666666,4049.137241
HIDALGO (CELAYA),HUAWEI,April,1,3964.66,3964.66
HIDALGO (CELAYA),HUAWEI,May,1,3964.66,3964.66
LEON CENTRO (LEON),HUAWEI,March,1,3964.66,3964.66
HIDALGO 2 (CELAYA),HONOR,January,1,3964.657586,3964.657586
PARQUE (CELAYA),HONOR,March,1,3964.657586,3964.657586
MADERO (QRO),HONOR,August,1,3964.657586,3964.657586
URBAN (QRO),HONOR,March,1,3964.657586,3964.657586
CONSTITUYENTES (QRO),HONOR,January,1,3964.657586,3964.657586
GALERIAS (QRO),HONOR,June,1,3964.657586,3964.657586
PARQUE (CELAYA),HONOR,July,1,3964.657586,3964.657586
ANTEA (QRO),HONOR,April,1,3964.657586,3964.657586
ANTEA (QRO),HONOR,July,1,3964.657586,3964.657586
VIA ALTA SUR (LEON),HONOR,August,1,3964.657586,3964.657586
PARQUE (CELAYA),MOTO,November,1,3964.655172,3964.655172
OBREGON (LEON),HONOR,January,1,3964.655172,3964.655172
CORREGIDORA 4 (QRO),LANIX,November,2,1981.897931,3963.795862
LA CRUZ (QRO),XIAOMI,August,2,1981.897069,3963.794138
MADERO (LEON),LANIX,April,2,1981.896207,3963.792414
LA CRUZ (QRO),HISENSE,January,2,1981.8960345,3963.792069
CORREGIDORA 3 (QRO),MOTO,June,2,1981.895,3963.79
PARQUE (QRO),ZTE,May,2,1981.895,3963.79
ALLENDE (QRO),KODAK,April,3,1320.9770113333334,3962.931034
LA VICTORIA (QRO),KODAK,May,3,1320.9765516666666,3962.929655
ALAMEDA (QRO),SKY,December,5,792.2,3961.0
LEON CENTRO (LEON),ZTE,June,3,1318.0927586666667,3954.278276
ALLENDE (QRO),SENWA,September,8,490.51715517499997,3924.1372413999998
ANTEA (QRO),KODAK,August,3,1306.6091953333334,3919.8275860000003
CONSTITUYENTES (QRO),KODAK,July,3,1306.6091953333334,3919.8275860000003
PLAZA MAYOR (LEON),KODAK,August,3,1306.6091953333334,3919.8275860000003
CONSTITUYENTES (QRO),KODAK,August,3,1306.6091953333334,3919.8275860000003
FIESTA (IRAPUATO),KODAK,August,3,1306.6091953333334,3919.8275860000003
HIDALGO 2 (CELAYA),KODAK,August,3,1306.6088506666667,3919.8265520000004
CORREGIDORA 3 (QRO),BLU,February,5,783.62116822,3918.1058411
VIA ALTA SUR (LEON),ZTE,August,3,1297.99,3893.9700000000003
PLAZA MAYOR (LEON),MOTO,March,1,3878.45,3878.45
MADERO (LEON),MOTO,November,1,3878.45,3878.45
HIDALGO (CELAYA),OPPO,September,1,3878.45,3878.45
LA CRUZ (QRO),MOTO,November,1,3878.45,3878.45
CORREGIDORA 2 (QRO),OPPO,January,1,3878.45,3878.45
ALLENDE (QRO),OPPO,September,1,3878.45,3878.45
FIESTA (IRAPUATO),OPPO,August,1,3878.45,3878.45
HIDALGO 2 (CELAYA),OPPO,January,1,3878.45,3878.45
GALERIAS (QRO),SAM,January,1,3878.45,3878.45
LA VICTORIA (QRO),XIAOMI,July,1,3878.45,3878.45
VALLARTA (VTA),SAM,January,1,3878.448276,3878.448276
URBAN (QRO),HUAWEI,January,1,3878.448276,3878.448276
CORREGIDORA 2 (QRO),LANIX,July,2,1938.795517,3877.591034
LA CRUZ (QRO),ZTE,December,2,1938.795,3877.59
HIDALGO 2 (CELAYA),ZTE,May,2,1938.795,3877.59
FIESTA (IRAPUATO),MOTO,November,2,1938.795,3877.59
CONSTITUYENTES (QRO),BLU,May,3,1292.2413796333333,3876.7241389
CORREGIDORA 4 (QRO),SKY,December,5,775.0,3875.0
MADERO (LEON),SKY,December,5,775.0,3875.0
MAYOREO (QRO),SKY,January,5,775.0,3875.0
ALLENDE (QRO),SKY,April,5,775.0,3875.0
ALLENDE (QRO),SKY,December,5,775.0,3875.0
GUERRERO (QRO),SKY,December,5,775.0,3875.0
CORREGIDORA 3 (QRO),SKY,December,5,775.0,3875.0
MADERO (QRO),BLU,August,7,553.3251231142857,3873.2758618
CORREGIDORA 2 (QRO),BLU,December,8,484.0516811,3872.4134488
ANTEA (QRO),ZTE,December,3,1280.7466666666667,3842.24
LEON CENTRO (LEON),HUAWEI,August,1,3835.34,3835.34
LEON CENTRO (LEON),KODAK,March,3,1277.8727586666666,3833.618276
GUERRERO (QRO),BLU,March,5,766.37986222,3831.8993111
FIESTA (IRAPUATO),BLU,November,7,547.1676847428572,3830.1737932
ALLENDE (QRO),SENWA,March,8,478.6636206875,3829.3089655
GUERRERO (QRO),ZTE,January,3,1269.2537666666667,3807.7613
MADERO (QRO),SAM,February,1,3792.243793,3792.243793
LA CRUZ (QRO),XIAOMI,July,1,3792.241379,3792.241379
VIA ALTA SUR (LEON),XIAOMI,February,1,3792.241379,3792.241379
HIDALGO (CELAYA),XIAOMI,November,1,3792.241379,3792.241379
GALERIAS (QRO),HONOR,February,1,3792.241379,3792.241379
FIESTA (IRAPUATO),HUAWEI,January,1,3792.241379,3792.241379
VIA ALTA SUR (LEON),XIAOMI,September,1,3792.241379,3792.241379
LA CRUZ (QRO),SAM,June,1,3792.24,3792.24
VIA ALTA SUR (LEON),SAM,June,1,3792.24,3792.24
MADERO (LEON),HISENSE,November,1,3792.24,3792.24
URBAN (QRO),MOTO,August,1,3792.24,3792.24
ANTEA (QRO),MOTO,February,2,1895.6950000000002,3791.3900000000003
ALAMEDA (QRO),LANIX,June,2,1895.690862,3791.381724
LA CRUZ (QRO),ZTE,May,2,1895.69,3791.38
FIESTA (IRAPUATO),NOKIA,January,2,1895.69,3791.38
GALERIAS (QRO),ZTE,November,2,1895.69,3791.38
BOULEVARES (QRO),ZTE,September,2,1895.687931,3791.375862
ALLENDE (QRO),NOKIA,January,4,947.4137931,3789.6551724
MADERO (QRO),BLU,October,6,631.32206905,3787.9324143
CORREGIDORA 2 (QRO),BLU,November,7,541.0098522142857,3787.0689655
ALLENDE (CELAYA),ZTE,March,2,1874.1399999999999,3748.2799999999997
LA VICTORIA (QRO),KODAK,April,3,1249.1379306666668,3747.4137920000003
PARQUE (QRO),MOTO,December,1,3706.896552,3706.896552
LA VICTORIA (QRO),MOTO,March,1,3706.04,3706.04
PLAZA MAYOR (LEON),MOTO,March,1,3706.04,3706.04
PLAZA PATIO (QRO),XIAOMI,October,1,3706.04,3706.04
ANTEA (QRO),MOTO,May,1,3706.04,3706.04
BOULEVARES (QRO),MOTO,May,1,3706.04,3706.04
PORTAL (QRO),MOTO,November,1,3706.04,3706.04
PARQUE (CELAYA),HISENSE,February,1,3706.04,3706.04
PLAZA MAYOR (LEON),MOTO,August,1,3706.04,3706.04
MADERO (LEON),MOTO,August,1,3706.04,3706.04
BOULEVARES (QRO),HISENSE,February,1,3706.04,3706.04
MADERO (LEON),XIAOMI,November,1,3706.04,3706.04
CONSTITUYENTES (QRO),HISENSE,February,1,3706.04,3706.04
BOULEVARES (QRO),HUAWEI,June,1,3706.036897,3706.036897
LEON CENTRO (LEON),HUAWEI,October,1,3706.034483,3706.034483
LEON CENTRO (LEON),HUAWEI,July,1,3706.034483,3706.034483
MAYOREO (QRO),MOTO,September,1,3706.034483,3706.034483
ALLENDE (CELAYA),HUAWEI,February,1,3706.034483,3706.034483
VIA ALTA SUR (LEON),MOTO,March,1,3706.034483,3706.034483
HIDALGO 2 (CELAYA),HONOR,September,1,3706.034483,3706.034483
MAYOREO (QRO),HONOR,April,1,3706.034483,3706.034483
ALLENDE (CELAYA),HONOR,January,1,3706.0344,3706.0344
HIDALGO 2 (CELAYA),HONOR,December,1,3706.0344,3706.0344
CONSTITUYENTES (QRO),XIAOMI,July,1,3706.03,3706.03
FIESTA (IRAPUATO),HONOR,March,1,3706.03,3706.03
FIESTA (IRAPUATO),XIAOMI,September,1,3706.03,3706.03
PARQUE (QRO),HUAWEI,August,1,3706.0,3706.0
CORREGIDORA 2 (QRO),LANIX,August,2,1852.982931,3705.965862
PORTAL (QRO),ZTE,November,2,1852.5900000000001,3705.1800000000003
CONSTITUYENTES (QRO),ZTE,April,2,1852.5863655,3705.172731
LA VICTORIA (QRO),HISENSE,June,2,1852.5862069999998,3705.1724139999997
LA VICTORIA (QRO),HISENSE,September,2,1852.5861725,3705.172345
CORREGIDORA 3 (QRO),HISENSE,March,2,1852.585,3705.17
ALLENDE (QRO),ZTE,July,2,1852.585,3705.17
LA VICTORIA (QRO),NOKIA,October,3,1234.7771266,3704.3313798
OBREGON (LEON),BLU,December,3,1234.770115,3704.310345
MADERO (LEON),KODAK,December,3,1234.7701146666666,3704.310344
MADERO (QRO),KODAK,June,3,1234.7701146666666,3704.310344
ALLENDE (QRO),KODAK,December,3,1234.76977,3704.30931
PLAZA MAYOR (LEON),BLU,December,8,462.50034486249996,3700.0027588999997
GUERRERO (QRO),BLU,December,5,731.89655188,3659.4827594
GUERRERO (QRO),BLU,August,8,457.11206635,3656.8965308
LEON CENTRO (LEON),SENWA,July,7,518.8417734000001,3631.8924138
ALLENDE (CELAYA),SAM,October,1,3619.83,3619.83
GALERIAS (QRO),MOTO,September,1,3619.83,3619.83
BOULEVARES (QRO),HISENSE,May,1,3619.83,3619.83
GALERIAS (QRO),HONOR,April,1,3619.827586,3619.827586
URBAN (QRO),HONOR,October,1,3619.827586,3619.827586
BOULEVARES (QRO),HONOR,August,1,3619.827586,3619.827586
MADERO (QRO),HONOR,April,1,3619.827586,3619.827586
BOULEVARES (QRO),HONOR,February,1,3619.827586,3619.827586
ANDADOR (CELAYA),HONOR,April,1,3619.8275,3619.8275
