Shop,Date,Shift,Tickets,Covers,System Sales,Lounge Sales,Delivery Sales,Bar Sales,Delivery Quantity,Lounge Quantity,Sale Fiscal,Visa Card,Visa electron,Pedidos Ya,Mercado Pago,Rappi
CDLM 4,26/05/2023,Noche,38,69,270638,187684,61580,21374,16,2,366581,146924,0,40211,0,0
CDLM 4,27/05/2023,Noche,47,49,283264,"148957,5",122460,"11846,5",28,3,460020,"11406,5","46246,5","54145,6",30449,1978
La Embajada,27/05/2023,Mediodía,6,0,"57982,67","57982,67",0,0,0,0,0,"16334,71","33102,04",0,0,0
CDLM 5,27/05/2023,Mediodía,18,0,55129,55129,0,0,0,0,0,11070,6050,0,14090,0
CDLM 5,27/05/2023,Mediodía,76,0,340307,340307,0,0,0,0,0,92885,140131,0,26357,0
CDLM 4,27/05/2023,Mediodía,31,22,175345,68854,88069,18422,22,2,0,43024,0,44808,0,0
CDLM 2,27/05/2023,Mediodía,24,32,162086,97033,39184,25869,11,3,0,50028,14629,23555,16891,0
CDLM 3,27/05/2023,Mediodía,57,162,525818,486993,35446,3379,9,1,0,255677,0,18449,0,0
CDLM 1,27/05/2023,Mediodía,51,108,471174,390602,56498,24074,14,3,0,284480,0,46115,0,0
CDLM 6,27/05/2023,Mediodía,84,117,"576363,25","371268,25",200599,4496,52,1,0,256434,0,"117247,1",0,9605
CDLM 5,27/05/2023,Noche,54,0,213244,213244,0,0,0,0,561670,29749,53063,0,26270,0
La Embajada,27/05/2023,Noche,10,0,"58912,49","58912,49",0,0,0,0,"116895,17","12672,16","11964,22",0,"6644,96",0
CDLM 1,27/05/2023,Noche,96,173,769690,622648,121173,25869,28,3,934026,419000,0,77437,0,17452
CDLM 2,27/05/2023,Noche,41,67,"301001,5","215829,5",80193,4979,19,2,512431,14414,58611,"47912,4","59858,5",0
CDLM 3,27/05/2023,Noche,83,201,"728457,5","615823,5",103412,9222,23,1,859549,"391065,5",0,53210,0,0
CDLM 6,27/05/2023,Noche,109,160,"698754,8","506468,8",179532,12754,52,2,1113906,"323008,31",0,"70359,8",0,28879
La Embajada,28/05/2023,Mediodía,10,0,52235,52235,0,0,0,0,0,"4241,05","14698,05",0,"24326,96",0
CDLM 5,28/05/2023,Mediodía,79,0,330697,330697,0,0,0,0,0,50288,74976,0,60908,0
CDLM 4,28/05/2023,Mediodía,33,44,228257,129910,82189,16158,18,2,0,9622,60839,41681,30270,0
CDLM 2,28/05/2023,Mediodía,40,67,"306672,3","177235,3",84427,45010,19,7,0,48786,75185,"43658,7",12717,0
CDLM 6,28/05/2023,Mediodía,96,123,"620429,4","394486,4",225943,0,59,0,0,"67022,9",145027,"99152,1",25433,"17052,5"
CDLM 1,28/05/2023,Mediodía,69,114,533810,388630,113740,31440,26,3,0,270578,0,"94952,8",0,5911
CDLM 1,28/05/2023,Noche,60,66,398766,256713,132535,9518,33,2,941493,140594,0,53055,0,24902
CDLM 2,28/05/2023,Noche,25,31,"165065,2","84264,2",77422,3379,17,1,444162,9147,3379,42542,"40224,2",0
CDLM 3,28/05/2023,Mediodía,72,179,"608253,7","537945,7",64683,5625,15,1,0,"381796,69",0,"39222,2",0,0
CDLM 3,28/05/2023,Noche,36,62,"262237,7","195866,7",52296,14075,13,2,791468,129291,0,29060,0,15660
CDLM 4,28/05/2023,Noche,32,41,"193007,5","119408,5",73599,0,18,0,366281,63935,0,41857,0,4979
CDLM 5,28/05/2023,Noche,48,0,184467,184467,0,0,0,0,388000,26449,33068,0,23035,0
CDLM 6,28/05/2023,Noche,90,77,"474139,5","248816,5",222190,3133,63,1,1152793,120229,0,"97674,2",0,27321
La Embajada,29/05/2023,Noche,5,0,"26683,77","26683,77",0,0,0,0,"27913,77",0,"17320,17",0,"9363,6",0
La Embajada,29/05/2023,Mediodía,1,0,1230,1230,0,0,0,0,0,0,1230,0,0,0
CDLM 5,29/05/2023,Mediodía,26,0,84071,84071,0,0,0,0,0,17360,8310,0,26030,0
CDLM 3,29/05/2023,Mediodía,15,35,"110112,5","97994,5",12118,0,3,0,0,54294,0,0,0,0
CDLM 4,29/05/2023,Mediodía,16,11,73694,33919,28063,11712,9,3,0,9775,7002,"10883,8",8579,"4355,5"
CDLM 2,29/05/2023,Mediodía,11,13,95113,56320,38793,0,8,0,0,23223,8395,18668,0,0
CDLM 1,29/05/2023,Mediodía,45,64,252301,172325,79976,0,24,0,0,83447,0,46778,0,17934
CDLM 6,29/05/2023,Mediodía,54,15,188127,38928,143579,5620,45,1,0,0,19820,"57002,7",12678,15434
CDLM 1,29/05/2023,Noche,44,38,223362,120397,94523,8442,28,2,341337,66752,0,55662,0,17186
CDLM 2,29/05/2023,Noche,18,5,82316,11160,52643,18513,13,4,152727,12493,0,23069,0,0
CDLM 3,29/05/2023,Noche,19,43,163882,120266,35092,8524,7,1,213600,87550,0,29293,0,0
CDLM 4,29/05/2023,Noche,17,7,91505,21961,66585,2959,12,1,105204,0,7858,"48242,1",0,989
CDLM 5,29/05/2023,Noche,17,0,65240,65240,0,0,0,0,136469,17930,10150,0,11130,0
CDLM 6,29/05/2023,Noche,43,47,"250588,6","153330,6",97258,0,28,0,570771,"151767,59",0,"54013,7",0,13784
La Embajada,30/05/2023,Mediodía,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDLM 4,30/05/2023,Mediodía,13,11,70465,29368,41097,0,8,0,0,22050,0,31856,0,2967
CDLM 5,30/05/2023,Mediodía,27,0,98047,98047,0,0,0,0,0,25920,19620,0,10528,0
CDLM 6,30/05/2023,Mediodía,30,15,128154,46355,76674,5125,21,2,0,4079,13893,21369,12404,"18911,5"
CDLM 3,30/05/2023,Mediodía,33,47,203578,129697,73881,0,15,0,0,98965,0,32958,0,6758
CDLM 1,30/05/2023,Mediodía,43,44,223745,140584,75547,7614,21,2,0,106802,0,52468,0,2848
CDLM 2,30/05/2023,Mediodía,10,5,41785,15995,22831,2959,8,1,0,0,0,9278,2959,0
CDLM 1,30/05/2023,Noche,58,67,375980,201085,174895,0,38,0,536764,118700,0,92156,0,24597
CDLM 2,30/05/2023,Noche,13,13,70681,44066,26615,0,9,0,102404,26096,0,10255,0,0
CDLM 3,30/05/2023,Noche,21,24,"117057,2","71531,2",39571,5955,11,1,168817,57924,0,22007,0,989
CDLM 4,30/05/2023,Noche,16,16,87100,48478,38622,0,11,0,157565,49828,0,18898,0,0
CDLM 5,30/05/2023,Noche,29,0,115383,115383,0,0,0,0,195070,27500,32100,0,28769,0
CDLM 6,30/05/2023,Noche,46,40,245566,132088,108276,5202,28,2,375935,80407,0,57918,0,13516
La Embajada,30/05/2023,Noche,6,0,"20496,04","20496,04",0,0,0,0,"20496,04",0,"7569,6",0,0,0
La Embajada,31/05/2023,Mediodía,2,0,"14415,08","14415,08",0,0,0,0,0,0,0,0,"4780,07",0
CDLM 4,31/05/2023,Mediodía,16,8,80952,24864,46505,9583,10,3,0,19019,0,29191,0,0
CDLM 5,31/05/2023,Mediodía,49,0,"169444,2","169444,2",0,0,0,0,0,57577,49659,0,13220,0
CDLM 6,31/05/2023,Mediodía,50,47,270457,158811,103112,8534,30,2,0,114365,0,54990,0,"15594,5"
CDLM 1,31/05/2023,Mediodía,44,54,240265,155592,78594,6079,21,1,0,75709,0,38183,0,5849
CDLM 3,31/05/2023,Mediodía,41,79,"231490,95","191163,95",39407,920,12,1,0,143435,0,24164,0,"5145,5"
CDLM 2,31/05/2023,Mediodía,21,13,98545,40967,50270,7308,14,2,0,12888,17762,25000,7370,0
CDLM 1,31/05/2023,Noche,42,34,220807,123854,90389,6564,25,1,354869,50273,0,59060,0,"5966,5"
CDLM 3,31/05/2023,Noche,33,38,"186646,4","102675,4",78346,5625,18,1,316167,59041,0,38934,0,1245
CDLM 2,31/05/2023,Noche,16,17,"99308,5","48217,5",29836,21255,8,2,207916,21255,28040,"19421,4",8068,0
CDLM 4,31/05/2023,Noche,22,14,114560,51043,52913,10604,14,2,183572,51002,0,27765,0,0
CDLM 5,31/05/2023,Noche,46,0,"135179,5","135179,5",0,0,0,0,298377,"29784,5",47399,0,13760,0
CDLM 6,31/05/2023,Noche,46,53,281528,166122,115406,0,30,0,403529,"78799,5",0,66815,0,3578
La Embajada,31/05/2023,Noche,4,0,"27064,84","27064,84",0,0,0,0,"41479,92","4859,99","7611,76",0,"14593,09",0
CDLM 1,01/06/2023,Noche,33,55,"258689,5","196499,5",56570,5620,15,1,435452,"128765,5",0,"28513,1",0,"15524,5"
CDLM 2,01/06/2023,Noche,21,37,162322,96103,57282,8937,11,2,195468,17821,20824,"47305,4",22852,0
La Embajada,01/06/2023,Mediodía,2,0,"17926,16","17926,16",0,0,0,0,0,0,0,0,0,0
CDLM 5,01/06/2023,Mediodía,78,0,"262011,3","262011,3",0,0,0,0,0,32810,130204,0,35565,0
CDLM 4,01/06/2023,Mediodía,21,7,72624,17833,51832,2959,16,1,0,12033,0,27806,0,2198
CDLM 6,01/06/2023,Mediodía,33,42,169638,115739,48279,5620,16,1,0,13458,60682,23042,23444,7425
CDLM 1,01/06/2023,Mediodía,41,60,333107,224355,73367,35385,15,3,0,134572,0,43677,0,15189
CDLM 2,01/06/2023,Mediodía,21,12,95307,38296,57011,0,16,0,0,0,11694,42353,17112,0
CDLM 3,01/06/2023,Mediodía,21,49,"156263,4","146276,4",9987,0,4,0,0,117111,0,7090,0,0
CDLM 3,01/06/2023,Noche,32,66,"242964,5","195923,5",47041,0,9,0,305707,"162736,5",0,28987,0,0
CDLM 4,01/06/2023,Noche,28,33,"149017,6","94785,6",54232,0,16,0,171059,3420,44853,29042,2375,4969
CDLM 5,01/06/2023,Noche,28,0,108680,108680,0,0,0,0,372953,27059,44619,0,936,0
CDLM 6,01/06/2023,Noche,54,76,"342319,8","244473,3",91659,"6187,5",25,1,399257,1300,"97587,5",61461,62138,"9127,5"
La Embajada,01/06/2023,Noche,5,0,"35353,83","35353,83",0,0,0,0,"53279,99",0,16500,0,"16240,27",0
La Embajada,02/06/2023,Mediodía,1,0,"14697,12","14697,12",0,0,0,0,0,0,0,0,"14697,12",0
CDLM 4,02/06/2023,Mediodía,15,7,61167,16208,36167,8792,10,2,0,21266,0,13303,0,0
CDLM 5,02/06/2023,Mediodía,96,0,347638,347638,0,0,0,0,0,58488,133656,0,54436,0
CDLM 6,02/06/2023,Mediodía,69,68,"360353,5","219300,5",138094,2959,44,1,0,9030,"125165,5","56320,4",18362,"21294,5"
CDLM 1,02/06/2023,Mediodía,58,96,421560,309654,106506,5400,26,2,0,26525,67847,51438,25950,25490
CDLM 3,02/06/2023,Mediodía,31,75,"233093,1","224140,1",5994,2959,2,1,0,151378,0,3297,0,0
CDLM 2,02/06/2023,Mediodía,25,29,"158665,4",101726,34360,"22579,4",10,4,0,24325,37869,20421,6420,3419
CDLM 1,02/06/2023,Noche,75,107,525533,365154,152778,7601,36,1,721543,211335,5726,102917,0,19777
CDLM 2,02/06/2023,Noche,33,35,"193268,2","100821,2",89747,2700,19,1,199484,23229,"19095,2",57275,16156,0
CDLM 3,02/06/2023,Noche,65,136,"482580,8","390625,8",85586,6369,16,3,430543,"321407,31",0,67782,0,0
CDLM 4,02/06/2023,Noche,45,62,"292274,4","192727,4",91116,8431,20,3,228926,"25175,8","81478,6",58255,41128,"6170,5"
CDLM 6,02/06/2023,Noche,116,161,732545,492595,232306,7644,64,1,714004,353164,0,"75486,8",0,60400
La Embajada,02/06/2023,Noche,13,0,"81321,3","81321,3",0,0,0,0,"96018,42","26747,69","38425,4",0,0,0
CDLM 5,02/06/2023,Noche,49,0,176665,176665,0,0,0,0,431698,63660,"23008,99",0,31127,0
La Embajada,03/06/2023,Mediodía,4,0,"20472,23","20472,23",0,0,0,0,0,0,"3920,36",0,200,0
CDLM 5,03/06/2023,Mediodía,71,0,246438,246438,0,0,0,0,0,57165,81063,0,35660,0
CDLM 6,03/06/2023,Mediodía,89,76,"488481,3","260937,3",227544,0,61,0,0,219046,0,"104261,2",0,"24661,5"
CDLM 4,03/06/2023,Mediodía,40,40,"200998,5","112968,5",88030,0,22,0,0,24722,57270,54338,"12827,5",0
CDLM 3,03/06/2023,Mediodía,72,160,"509000,6","445957,6",63043,0,16,0,0,"321382,5",0,55676,0,0
CDLM 1,03/06/2023,Mediodía,72,152,518606,360482,152504,5620,31,1,0,33713,69426,109789,29509,12309
CDLM 2,03/06/2023,Mediodía,33,60,"256063,2","191245,2",57504,7314,14,2,0,"70478,2",95617,30623,25600,0
CDLM 1,03/06/2023,Noche,88,135,633688,453110,152094,28484,35,5,1046605,"262578,5",0,100697,0,16665
CDLM 2,03/06/2023,Noche,62,115,"446942,8","342500,8",77708,26734,23,6,360557,"98598,6",46897,"35552,4",87725,0
CDLM 3,03/06/2023,Noche,74,164,"572465,5","483196,5",89269,0,22,0,594801,345430,0,68580,0,3833
CDLM 4,03/06/2023,Noche,59,118,401882,307372,86133,8377,24,2,413143,185007,0,39293,0,"5172,5"
CDLM 5,03/06/2023,Noche,74,0,294113,294113,0,0,0,0,387463,19099,45116,0,56779,0
CDLM 6,03/06/2023,Noche,150,210,"920689,6","642767,6",277922,0,79,0,1132282,51343,234995,"136942,6",124153,38042
La Embajada,03/06/2023,Noche,6,0,"57360,18","57360,18",0,0,0,0,"77832,41","13164,32","23834,43",0,0,0
CDLM 5,04/06/2023,Mediodía,81,0,338927,338927,0,0,0,0,0,30499,131881,0,40477,0
CDLM 4,04/06/2023,Mediodía,38,62,277216,194244,61796,21176,14,4,0,43634,81883,35566,19633,0
CDLM 6,04/06/2023,Mediodía,72,79,"426659,8","246061,8",159644,20954,42,2,0,31416,127493,"81536,1",40274,"10334,5"
CDLM 2,04/06/2023,Mediodía,26,35,"182152,5","111030,5",67362,3760,13,1,0,5903,"25050,7","40962,2",9263,0
CDLM 1,04/06/2023,Mediodía,58,77,433083,273057,147979,12047,33,3,0,116978,0,"90288,7",0,11749
CDLM 2,04/06/2023,Noche,24,25,"160872,1","84392,1",76480,0,17,0,368224,3519,23560,"56115,5",30404,0
CDLM 3,04/06/2023,Mediodía,71,145,"544424,2","461826,2",80998,1600,18,1,0,313100,0,61113,0,2349
CDLM 3,04/06/2023,Noche,41,105,365085,307174,45061,12850,7,2,650699,237691,0,23415,0,11905
CDLM 4,04/06/2023,Noche,38,40,214233,116958,85091,12184,23,1,444807,97189,0,"37115,7",0,3133
CDLM 5,04/06/2023,Noche,58,0,"223787,2","223787,2",0,0,0,0,368240,7454,62531,0,43382,0
La Embajada,04/06/2023,Mediodía,6,0,"37632,92","37632,92",0,0,0,0,0,"6545,99","19664,26",0,4580,0
CDLM 1,04/06/2023,Noche,46,52,298367,193074,105293,0,26,0,795744,84785,0,48987,0,6594
CDLM 6,04/06/2023,Noche,86,57,414300,167610,241890,4800,64,1,1189522,89124,0,"114652,8",0,27633
La Embajada,05/06/2023,Mediodía,3,0,"4905,42","4905,42",0,0,0,0,0,0,1230,0,0,0
CDLM 5,05/06/2023,Mediodía,27,0,98267,98267,0,0,0,0,0,32209,17210,0,14850,0
CDLM 4,05/06/2023,Mediodía,15,1,"69148,5","28439,5",40709,0,10,0,0,17012,0,34350,0,0
CDLM 1,05/06/2023,Mediodía,46,66,302581,229683,72338,560,21,1,0,117367,0,53198,0,5791
CDLM 6,05/06/2023,Mediodía,49,44,237836,131482,99095,7259,30,3,0,26846,23869,"31104,6",26162,26764
CDLM 2,05/06/2023,Mediodía,14,11,61681,26030,35651,0,11,0,0,0,19085,"27366,2",400,0
CDLM 1,05/06/2023,Noche,55,61,328884,193301,110065,25518,30,2,560677,92323,0,53201,0,"26028,5"
CDLM 2,05/06/2023,Noche,17,12,68792,36489,24635,7668,8,3,79819,17019,4759,10698,0,4117
CDLM 3,05/06/2023,Mediodía,16,18,85275,60009,21516,3750,7,1,0,58685,0,21516,0,2055
CDLM 3,05/06/2023,Noche,24,41,"178000,5","140421,5",33829,3750,9,1,183996,119385,0,"23469,2",0,2198
CDLM 4,05/06/2023,Noche,17,14,98033,40718,57315,0,12,0,205006,13174,21815,"42018,1",7000,2658
CDLM 5,05/06/2023,Noche,18,0,"66949,5","66949,5",0,0,0,0,111262,7100,19039,0,8000,0
CDLM 6,05/06/2023,Noche,58,37,"293625,4","146249,4",147376,0,41,0,490096,"125443,4",0,"68481,5",0,"15323,5"
La Embajada,05/06/2023,Noche,3,0,"40554,42","40554,42",0,0,0,0,"45459,84","27897,99",3980,0,"8676,43",0
La Embajada,06/06/2023,Mediodía,3,0,"25892,48","25892,48",0,0,0,0,0,0,0,0,"18048,46",0
CDLM 4,06/06/2023,Mediodía,19,11,69335,24900,44435,0,13,0,0,12720,0,"38982,1",0,1099
CDLM 6,06/06/2023,Mediodía,51,36,250931,116741,130671,3519,39,1,0,7369,84649,"63375,6",21818,"14035,5"
CDLM 5,06/06/2023,Mediodía,36,0,131386,131386,0,0,0,0,0,17280,42729,0,16100,0
CDLM 2,06/06/2023,Mediodía,13,2,56956,8875,45122,2959,11,1,0,0,9675,"18248,5",2959,0
CDLM 3,06/06/2023,Mediodía,21,21,97556,60873,36683,0,10,0,0,54377,0,16528,0,0
CDLM 1,06/06/2023,Mediodía,15,21,93616,74692,18924,0,6,0,0,38847,0,16807,0,0
CDLM 4,06/06/2023,Noche,27,17,136391,46538,67947,21906,14,5,69703,29057,0,36811,0,1099
CDLM 5,06/06/2023,Noche,29,0,"89614,3","89614,3",0,0,0,0,230865,16450,13247,0,19737,0
La Embajada,06/06/2023,Noche,4,0,"30239,6","30239,6",0,0,0,0,"56132,08",0,"23999,13",0,"6240,47",0
CDLM 2,06/06/2023,Noche,15,12,"84069,5","34019,5",44920,5130,10,1,88287,"10236,5","17038,5",27652,8000,0
CDLM 3,06/06/2023,Noche,15,26,"90474,5","76637,5",13837,0,5,0,117833,47530,0,12237,0,0
CDLM 6,06/06/2023,Noche,55,34,"248118,5","116534,5",131584,0,39,0,201012,61896,0,"81494,6",0,13919
CDLM 1,06/06/2023,Noche,48,71,"347922,5","222252,5",105510,20160,24,1,413464,57048,0,"70909,9",0,8782
La Embajada,07/06/2023,Noche,5,0,"24622,71","24622,71",0,0,0,0,"28702,71",0,"6395,28",0,"6183,72",0
La Embajada,07/06/2023,Mediodía,2,0,4080,4080,0,0,0,0,0,1820,2260,0,0,0
CDLM 5,07/06/2023,Mediodía,21,0,78387,78387,0,0,0,0,0,3500,31510,0,5999,0
CDLM 2,07/06/2023,Mediodía,14,14,"81380,5","41407,5",27083,12890,6,2,0,"27327,5",0,15887,11494,0
CDLM 6,07/06/2023,Mediodía,65,45,295473,145110,144704,5659,45,2,0,6500,53461,"86638,6",41843,"2538,5"
CDLM 4,07/06/2023,Mediodía,18,15,89059,42603,28501,17955,10,2,0,7130,12755,20501,14539,0
CDLM 3,07/06/2023,Mediodía,29,40,152157,118384,27681,6092,8,1,0,84041,0,15769,0,1099
CDLM 1,07/06/2023,Mediodía,36,42,229479,136986,76165,16328,17,3,0,88611,0,"52936,4",0,14073
CDLM 1,07/06/2023,Noche,46,46,269756,163805,105951,0,21,0,398488,86642,0,86913,0,4859
CDLM 2,07/06/2023,Noche,12,2,57171,6795,37366,13010,10,1,81465,0,6795,"26080,1",0,0
CDLM 3,07/06/2023,Noche,18,44,"166202,4","156507,4",8095,1600,2,1,169522,130498,0,8095,0,0
CDLM 4,07/06/2023,Noche,18,9,58848,17833,35060,5955,12,1,89183,12955,0,17213,0,1099
CDLM 5,07/06/2023,Noche,34,0,112590,112590,0,0,0,0,53859,17026,"34258,99",0,"19258,99",0
CDLM 6,07/06/2023,Noche,52,53,282527,159856,121071,1600,32,1,309155,5433,"68630,5","49845,5","19530,5",15152
CDLM 4,08/06/2023,Mediodía,32,46,"196657,8","135821,8",54768,6068,14,2,0,0,37959,32025,30688,0
La Embajada,08/06/2023,Mediodía,1,0,"1647,97","1647,97",0,0,0,0,0,"1647,97",0,0,0,0
CDLM 5,08/06/2023,Mediodía,37,0,153160,153160,0,0,0,0,0,4250,63917,0,24968,0
CDLM 6,08/06/2023,Mediodía,42,50,251236,162433,83087,5716,24,2,0,61737,22337,"47595,3",19871,"11764,5"
CDLM 3,08/06/2023,Mediodía,40,56,"218094,9","171246,9",46848,0,16,0,0,"112625,4",0,27120,0,0
CDLM 2,08/06/2023,Mediodía,18,24,119879,83351,28428,8100,8,2,0,8100,56923,15275,0,0
CDLM 1,08/06/2023,Mediodía,49,84,350932,261227,86746,2959,18,1,0,"183582,5",0,63421,0,3800
CDLM 1,08/06/2023,Noche,36,36,"256181,5","127824,5",128357,0,25,0,597227,52829,0,71092,0,0
CDLM 2,08/06/2023,Noche,35,37,"239869,5","132140,5",101637,6092,25,1,247095,26448,57846,74529,0,0
CDLM 3,08/06/2023,Noche,27,72,"217377,5",206211,4979,"6187,5",2,1,325013,149919,0,0,0,"3627,5"
CDLM 4,08/06/2023,Noche,25,23,123076,62448,60628,0,15,0,205952,10438,4775,41113,10615,3929
CDLM 5,08/06/2023,Noche,24,0,72722,72722,0,0,0,0,104440,0,38015,0,9448,0
CDLM 6,08/06/2023,Noche,39,69,280279,217554,62725,0,15,0,304042,127895,0,42655,0,"5224,5"
La Embajada,08/06/2023,Noche,3,0,"27020,83","27020,83",0,0,0,0,"28668,8",0,"27020,83",0,0,0
La Embajada,09/06/2023,Mediodía,1,0,4480,4480,0,0,0,0,0,0,0,0,0,0
CDLM 4,09/06/2023,Mediodía,19,11,85867,36971,45937,2959,12,1,0,0,27532,34037,1330,0
CDLM 5,09/06/2023,Mediodía,46,0,177947,177947,0,0,0,0,0,55636,42626,0,13709,0
CDLM 6,09/06/2023,Mediodía,71,74,"402747,6","237640,6",165107,0,47,0,0,186932,0,"66359,5",0,"31499,5"
CDLM 1,09/06/2023,Mediodía,49,69,"315498,5","225539,5",80625,9334,18,2,0,"141582,5",0,"66360,4",0,0
CDLM 2,09/06/2023,Mediodía,16,17,94870,"43962,8",33020,"17887,2",8,2,0,19175,"13106,2",22320,2050,0
CDLM 3,09/06/2023,Mediodía,44,53,230240,147803,79018,3419,22,1,0,36960,75196,36776,13140,0
CDLM 1,09/06/2023,Noche,73,94,"466200,2","310781,2",155419,0,36,0,598176,"140165,2",0,"104965,8",0,0
CDLM 2,09/06/2023,Noche,41,43,"276556,1",147159,123833,"5564,1",23,2,241712,"29724,5",39268,84389,"20992,1",1998
CDLM 3,09/06/2023,Noche,60,120,"455576,6","360702,6",90524,4350,15,2,406462,"224002,5",0,45786,0,2198
CDLM 4,09/06/2023,Noche,37,36,199752,89066,104796,5890,24,2,180387,30405,4200,75534,13515,0
CDLM 5,09/06/2023,Noche,55,0,229352,229352,0,0,0,0,156658,168227,0,0,0,0
CDLM 6,09/06/2023,Noche,91,111,"622930,5","381453,5",234727,6750,54,1,593027,"225810,5",0,"112046,9",0,28762
La Embajada,09/06/2023,Noche,5,0,"38380,52","38380,52",0,0,0,0,42860,"21096,36","3738,23",0,"3883,92",0
La Embajada,10/06/2023,Mediodía,8,0,"56856,53","56856,53",0,0,0,0,0,0,"21562,74",0,"7373,52",0
CDLM 5,10/06/2023,Mediodía,63,0,247255,247255,0,0,0,0,0,29949,111048,0,9950,0
CDLM 4,10/06/2023,Mediodía,39,31,202395,85953,106893,9549,26,2,0,27789,19965,67641,35012,1099
CDLM 6,10/06/2023,Mediodía,95,99,559816,306667,245604,7545,62,2,0,258346,0,"123239,7",0,23531
CDLM 1,10/06/2023,Mediodía,61,104,493927,363611,119561,10755,7,1,0,274118,0,53426,0,"13541,5"
CDLM 2,10/06/2023,Mediodía,59,77,390115,222600,145762,21753,33,3,0,53574,"105918,5","96771,4",16217,0
CDLM 3,10/06/2023,Mediodía,61,130,"426555,2","383216,2",43339,0,11,0,0,250695,0,33011,0,0
CDLM 4,10/06/2023,Noche,68,83,430548,266573,142810,21165,35,5,405216,67206,65890,100891,55830,0
CDLM 2,10/06/2023,Noche,53,50,"322241,5","167608,5",144950,9683,34,2,447425,33942,19481,75294,43127,0
CDLM 1,10/06/2023,Noche,65,102,496411,367715,127046,1650,25,1,761107,"202485,5",0,86909,0,0
CDLM 5,10/06/2023,Noche,67,0,260947,260947,0,0,0,0,332000,36798,80338,0,54927,0
La Embajada,10/06/2023,Noche,14,0,"121770,09","121770,09",0,0,0,0,178626,"16770,15","49421,03",0,"30529,12",0
CDLM 3,10/06/2023,Noche,79,186,"666228,3","553681,3",90038,22509,18,3,668841,"447064,5",0,56365,0,0
CDLM 6,10/06/2023,Noche,114,139,"706503,6","461369,6",239514,5620,66,1,1092555,58940,"159915,2","100688,3",84070,"33238,5"
La Embajada,11/06/2023,Mediodía,13,0,"74281,61","74281,61",0,0,0,0,0,"8468,92","24872,81",0,"12930,44",0
CDLM 5,11/06/2023,Mediodía,62,0,"269077,1","269077,1",0,0,0,0,0,25828,61679,0,"75193,1",0
CDLM 2,11/06/2023,Mediodía,48,87,364359,280910,77357,6092,19,2,0,71333,19460,45719,2160,0
CDLM 4,11/06/2023,Mediodía,35,31,200785,102372,74950,23463,19,4,0,15019,20627,42405,25852,2198
CDLM 1,11/06/2023,Mediodía,66,116,497246,349027,117006,31213,25,4,0,271476,0,74481,0,"8082,5"
CDLM 6,11/06/2023,Mediodía,113,99,"666014,2","313627,2",340812,11575,80,1,0,"222059,2",0,"155056,8",0,33403
CDLM 3,11/06/2023,Mediodía,67,161,"593187,2","538148,2",55039,0,12,0,0,296359,0,"34797,4",0,3441
CDLM 1,11/06/2023,Noche,56,76,427296,273654,141259,12383,29,1,654541,148637,0,81829,0,14916
CDLM 2,11/06/2023,Noche,24,14,124417,40457,83960,0,19,0,373765,11349,6498,"58281,4",0,0
CDLM 3,11/06/2023,Noche,50,105,412934,342871,70063,0,17,0,693947,"235036,59",0,39321,0,6253
CDLM 4,11/06/2023,Noche,32,30,176382,80145,96237,0,22,0,254693,6800,25416,51172,17241,1099
CDLM 5,11/06/2023,Noche,61,0,186818,186818,0,0,0,0,305864,24039,20897,0,37901,0
CDLM 6,11/06/2023,Noche,72,51,364105,162144,190643,11318,54,1,1219370,21113,84140,"58404,2",28780,"36658,5"
CDLM 2,12/06/2023,Noche,22,11,118712,38000,80712,0,18,0,0,0,5920,"39618,3",6293,0
La Embajada,12/06/2023,Mediodía,4,0,"27948,24","27948,24",0,0,0,0,0,"9290,01","18658,23",0,0,0
CDLM 4,12/06/2023,Mediodía,14,6,66191,21299,44892,0,11,0,0,0,6740,"33555,3",2600,0
CDLM 6,12/06/2023,Mediodía,40,18,163189,52110,111079,0,34,0,0,0,20871,"28381,2",27549,16338
CDLM 5,12/06/2023,Mediodía,25,0,94208,94208,0,0,0,0,0,18669,15259,0,10160,0
CDLM 2,12/06/2023,Mediodía,8,10,42155,25137,17018,0,4,0,0,6180,4839,14829,0,0
CDLM 1,12/06/2023,Mediodía,36,47,236758,174459,58824,3475,14,2,0,82057,0,51880,0,0
CDLM 3,12/06/2023,Mediodía,28,57,"167198,3","141169,3",26029,0,6,0,0,"105914,5",0,10393,0,0
CDLM 3,12/06/2023,Noche,19,28,"120700,6","84326,6",32624,3750,8,1,252452,67376,0,7679,0,2198
CDLM 4,12/06/2023,Noche,18,11,106010,39247,66763,0,13,0,132654,17113,11259,"45762,6",7225,"7659,5"
CDLM 5,12/06/2023,Noche,36,0,"133634,6","133634,6",0,0,0,0,226571,31248,30349,0,22857,0
La Embajada,12/06/2023,Noche,3,0,"11277,39","11277,39",0,0,0,0,"39225,63",0,"7925,55",0,"3351,84",0
CDLM 1,12/06/2023,Noche,44,63,"305796,5","219736,5",82681,3379,20,1,362977,127504,0,60485,0,0
CDLM 6,12/06/2023,Noche,81,85,"521790,5","300734,5",192816,28240,49,4,511988,"299096,5",0,"58230,5",0,42035
La Embajada,13/06/2023,Mediodía,5,0,"15436,37","15436,37",0,0,0,0,0,0,"5614,59",0,"9821,78",0
