,Corporation,Shop,Supplier,Payment Type,Date Issue,Number,Invoice,Partial amount,Total Amount,Tag,Group,Status,Paid Status
9075,Con culpas S.A.S.,CDLM 1,C S ( - E / J / V,Contado,11/05/2023,4977-00754944,Ticket,"1800,9","1800,9",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9076,Con culpas S.A.S.,CDLM 1,B S V ( - B S V,Contado,11/05/2023,0001-00017010,Recibo,5700,5700,Limpieza,Limpieza,Cerrado,PAGADA
9077,Con culpas S.A.S.,CDLM 3,M G ( - M G 1,Contado,11/05/2023,0003-00006791,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
9078,Con culpas S.A.S.,CDLM 3,G A ( - G A,Contado,11/05/2023,0003-00006790,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9079,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,11/05/2023,0003-00006793,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9080,Con culpas S.A.S.,CDLM 1,A C P ( - A C P,Contado,11/05/2023,0001-00017007,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9081,Con culpas S.A.S.,CDLM 1,L Y F L E ( - L Y F L E,Contado,11/05/2023,0001-00017001,Recibo,1800,1800,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
9082,Con culpas S.A.S.,CDLM 1,A 8 ( - S D T,Contado,11/05/2023,0001-00017011,Recibo,2800,2800,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
9083,Con culpas S.A.S.,CDLM 1,C E ( - C E,Contado,11/05/2023,0001-00017012,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9084,Con culpas S.A.S.,CDLM 1,A M L ( - L M A,Contado,11/05/2023,0001-00017013,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9085,Con culpas S.A.S.,CDLM 1,C C ( - C C 1,Contado,11/05/2023,0001-00017014,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9086,Con culpas S.A.S.,CDLM 1,C E ( - C E 1,Contado,11/05/2023,0001-00017015,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9087,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,11/05/2023,0015-00007463,Fact. A,"275,66","275,66",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9088,Con culpas S.A.S.,CDLM 5,A C ( - A C,Contado,11/05/2023,0005-00000352,Recibo,2000,2000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9089,Con culpas S.A.S.,CDLM 4,J G ( - J G,Contado,11/05/2023,0004-00004903,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9090,Con culpas S.A.S.,CDLM 4,M M ( - M M 1,Contado,11/05/2023,0004-00004902,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9091,Con culpas S.A.S.,CDLM 4,J A ( - J A,Contado,11/05/2023,0004-00004901,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9092,Con culpas S.A.S.,CDLM 4,A N R ( - A N R,Contado,11/05/2023,0004-00004865,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
9093,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,11/05/2023,0002-00010548,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
9094,Con culpas S.A.S.,CDLM 2,I S ( - I S,Contado,11/05/2023,0002-00010547,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9095,Con culpas S.A.S.,CDLM 2,V S ( - V S,Contado,11/05/2023,0002-00010549,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9096,Con culpas S.A.S.,CDLM 2,S F ( - S F 1,Contado,11/05/2023,0002-00010550,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9097,Con culpas S.A.S.,CDLM 3,M G ( - M G,Contado,11/05/2023,0003-00006792,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9098,Con culpas S.A.S.,CDLM 6,M S ( - E C D L M,Cta Cte,11/05/2023,0009-00000862,Fact. A,"1226978,72","1226978,72",Empanados,Almacen,Cerrado,PAGADA
9099,Con culpas S.A.S.,CDLM 2,M S ( - E C D L M,Cta Cte,11/05/2023,0009-00000861,Fact. A,"2558009,14","2558009,14",Empanados,Almacen,Cerrado,PAGADA
9100,Con culpas S.A.S.,CDLM 6,M G R R ( - D R R M G,Contado,11/05/2023,0004-00000222,Fact. A,5445,5445,Honorarios Profesionales,Sueldos,Abierto,PAGADA
9101,Con culpas S.A.S.,CDLM 6,C N D L P D S J ( - C N D L P D S J,Contado,11/05/2023,0005-00061562,Fact. C,3000,3000,Honorarios Profesionales,Sueldos,Cerrado,PAGADA
9102,Con culpas S.A.S.,La Embajada,M S ( - A / C / L / L T,Cta Cte,11/05/2023,1028-00010184,Fact. A,"320739,33","320739,33",Carne,"Carne, Pollo y Pescado",Abierto,PENDIENTE
9103,Con culpas S.A.S.,CDLM 1,E U ( - E U,Contado,12/05/2023,0001-00017026,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9104,Con culpas S.A.S.,CDLM 1,L M L ( - A C,Contado,12/05/2023,0001-00017016,Recibo,1000,1000,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9105,Con culpas S.A.S.,CDLM 6,A M O ( - A M O,Contado,12/05/2023,0006-00001384,Recibo,1800,1800,Empleado Eventual,Sueldos,Cerrado,PAGADA
9106,Con culpas S.A.S.,CDLM 6,E O ( - E O,Contado,12/05/2023,0006-00001385,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9107,Con culpas S.A.S.,CDLM 1,E M M ( - E M M,Contado,12/05/2023,0001-00007018,Recibo,4000,4000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9108,Con culpas S.A.S.,CDLM 5,A C ( - A C,Contado,12/05/2023,0005-00000353,Recibo,2000,2000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9109,Con culpas S.A.S.,CDLM 5,A C ( - A C,Contado,12/05/2023,0005-00000354,Recibo,2000,2000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9110,Con culpas S.A.S.,CDLM 3,C J F E ( - G,Contado,12/05/2023,0002-00012580,Fact. A,24200,24200,Bebidas con Alcohol,Bebidas,Cerrado,PAGADA
9111,Con culpas S.A.S.,CDLM 2,C J F E ( - G,Contado,12/05/2023,0002-00012581,Fact. A,24200,24200,Bebidas con Alcohol,Bebidas,Cerrado,PAGADA
9112,Con culpas S.A.S.,CDLM 1,C J F E ( - G,Contado,12/05/2023,0002-00012579,Fact. A,24200,24200,Bebidas con Alcohol,Bebidas,Cerrado,PAGADA
9113,Con culpas S.A.S.,CDLM 2,F S ( - E C D L M,Cta Cte,12/05/2023,0003-00000004,Fact. A,"2350294,01","2350294,01",Royalty,Royalty,Cerrado,PAGADA
9114,Con culpas S.A.S.,CDLM 1,B D C ( - B D C,Contado,12/05/2023,0001-00007017,Recibo,750,750,Impuestos,Impuestos,Cerrado,PAGADA
9115,Con culpas S.A.S.,CDLM 2,G O C ( - G O C,Contado,12/05/2023,0001-00001234,Recibo,23500,23500,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9116,Con culpas S.A.S.,CDLM 2,C A E H S ( - F A,Contado,12/05/2023,0011-00010158,Fact. B,2950,2950,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9117,Con culpas S.A.S.,CDLM 2,A R H ( - F D O,Contado,12/05/2023,0002-00010556,Recibo,2080,2080,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9118,Con culpas S.A.S.,CDLM 2,I L ( - I L,Contado,12/05/2023,0002-00010554,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9119,Con culpas S.A.S.,CDLM 2,A N ( - A N,Contado,12/05/2023,0002-00010553,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9120,Con culpas S.A.S.,CDLM 2,M G ( - M G 1,Contado,12/05/2023,0002-00010552,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9121,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,12/05/2023,0002-00010555,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9122,Con culpas S.A.S.,CDLM 3,C S ( - A A,Contado,12/05/2023,0003-00009861,Recibo,1650,1650,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9123,Con culpas S.A.S.,CDLM 3,F D A S ( - F D A,Contado,12/05/2023,0127-00000821,Ticket,2281,2281,Farmacia,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
9124,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,12/05/2023,3643-00001276,Fact. A,"92,21","92,21",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9125,Con culpas S.A.S.,CDLM 3,A J C ( - A J C,Contado,12/05/2023,0003-00009863,Recibo,3500,3500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9126,Con culpas S.A.S.,CDLM 3,I A ( - I A,Contado,12/05/2023,0003-00009863,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9127,Con culpas S.A.S.,CDLM 4,M M ( - M M 1,Contado,12/05/2023,0004-00004866,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9128,Con culpas S.A.S.,CDLM 4,J G ( - J G,Contado,12/05/2023,0004-00004867,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9129,Con culpas S.A.S.,CDLM 6,D S V A ( - M M,Contado,12/05/2023,0006-00001386,Recibo,600,600,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9130,Con culpas S.A.S.,CDLM 1,V D ( - V D,Contado,12/05/2023,0001-00007019,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9131,Con culpas S.A.S.,CDLM 1,A M L ( - L M A,Contado,12/05/2023,0001-00007021,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9132,Con culpas S.A.S.,CDLM 6,L J S ( - L J S,Contado,12/05/2023,0006-00009430,Fact. A,"7507,32","7507,32",Flete,Flete,Cerrado,PAGADA
9133,Con culpas S.A.S.,CDLM 1,L B ( - L B,Contado,12/05/2023,0001-00007022,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
9134,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,12/05/2023,0001-00007023,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9135,Con culpas S.A.S.,CDLM 1,J S V ( - J S V,Contado,12/05/2023,0001-00007020,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9136,Con culpas S.A.S.,CDLM 1,D ( - E D S N A,Contado,12/05/2023,0012-00001605,Fact. A,2500,2500,Combustible,Flete,Cerrado,PAGADA
9137,Con culpas S.A.S.,CDLM 1,E M M ( - E M M,Contado,12/05/2023,0001-00017024,Recibo,4000,4000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9138,Con culpas S.A.S.,CDLM 1,A P G ( - A P G,Contado,12/05/2023,0001-00017025,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9139,Con culpas S.A.S.,CDLM 1,C C ( - C C 1,Contado,12/05/2023,0001-00017030,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9140,Con culpas S.A.S.,CDLM 1,I A B ( - I A B,Contado,12/05/2023,0001-00017029,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9141,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,12/05/2023,0001-00017028,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9142,Con culpas S.A.S.,CDLM 1,L B ( - L B,Contado,12/05/2023,0001-00017027,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9143,Con culpas S.A.S.,CDLM 1,F O A ( - M P,Contado,12/05/2023,0003-00000609,Fact. A,"10554,83","10554,83",Descartables,Descartables,Cerrado,PAGADA
9144,Con culpas S.A.S.,CDLM 2,R P ( - M A S,Contado,12/05/2023,0002-00010557,Recibo,2940,2940,Empanados,Almacen,Cerrado,PAGADA
9145,Con culpas S.A.S.,CDLM 1,F S - N - ( - E C D L M - N -,Contado,12/05/2023,0003-00000004,Recibo,2145116,2145116,Royalty,Royalty,Cerrado,PAGADA
9146,Con culpas S.A.S.,CDLM 2,J O ( - J O,Contado,12/05/2023,0005-00010563,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9147,Con culpas S.A.S.,CDLM 2,J P N ( - J P N,Contado,12/05/2023,0005-00010560,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9148,Con culpas S.A.S.,CDLM 2,V S ( - V S,Contado,12/05/2023,0005-00010562,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9149,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,12/05/2023,0005-00010561,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9150,Con culpas S.A.S.,CDLM 4,J A ( - J A,Contado,12/05/2023,0004-00004868,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9151,Con culpas S.A.S.,CDLM 4,E A ( - E A,Contado,12/05/2023,0004-00004869,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9152,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,12/05/2023,0004-00004870,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9153,Con culpas S.A.S.,CDLM 4,M C ( - M C 1,Contado,12/05/2023,0004-00004871,Recibo,2250,2250,Equipamiento,Inversion,Cerrado,PAGADA
9154,Con culpas S.A.S.,CDLM 1,A 8 ( - S D T,Contado,12/05/2023,0001-00017031,Recibo,1500,1500,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
9155,Con culpas S.A.S.,CDLM 3,S O ( - S O,Contado,12/05/2023,0003-00009869,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9156,Con culpas S.A.S.,CDLM 3,L P ( - L P,Contado,12/05/2023,0003-00009870,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9157,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,12/05/2023,0003-00009864,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9158,Con culpas S.A.S.,CDLM 3,M G ( - M G 1,Contado,12/05/2023,0003-00009865,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9159,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,12/05/2023,0003-00009866,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9160,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,12/05/2023,0003-00009868,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9161,Con culpas S.A.S.,CDLM 2,H S ( - H,Cta Cte,12/05/2023,0009-00222671,Fact. A,"64937,37","64937,37",Bebidas,Bebidas,Cerrado,PAGADA
9162,Con culpas S.A.S.,CDLM 2,E D S L P S ( - S - L P,Contado,12/05/2023,0012-00047286,Fact. A,"7999,99","7999,99",Combustible,Flete,Cerrado,PAGADA
9163,Con culpas S.A.S.,CDLM 3,H S ( - H,Cta Cte,12/05/2023,0009-00222676,Fact. A,"73687,16","73687,16",Bebidas,Bebidas,Cerrado,PAGADA
9164,Con culpas S.A.S.,CDLM 4,O R D ( - O D,Cta Cte,12/05/2023,0125-00016733,Fact. A,"55880,64","55880,64",Almacen,Almacen,Cerrado,PAGADA
9165,Con culpas S.A.S.,CDLM 1,A A S ( - C,Contado,12/05/2023,1305-01219351,Fact. A,"47099,88","47099,88",Servicios,Servicios y Honorarios,Cerrado,PAGADA
9166,Con culpas S.A.S.,CDLM 6,L L S ( - L B D J,Contado,12/05/2023,0050-00013867,Fact. A,"46126,38","46126,38",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
9167,Con culpas S.A.S.,CDLM 3,I A ( - I A,Contado,12/05/2023,0003-00009867,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9168,Con culpas S.A.S.,CDLM 6,S S ( - S S,Contado,12/05/2023,0006-00001387,Recibo,55000,55000,Sin Asignacion,Sin Grupo,Cerrado,PAGADA
9169,Con culpas S.A.S.,CDLM 6,E O ( - E O,Contado,12/05/2023,0006-00001388,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9170,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,12/05/2023,0015-00007469,Fact. A,"1975,8","1975,8",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9171,Con culpas S.A.S.,CDLM 6,R S ( - R S,Cta Cte,12/05/2023,0004-00121493,Fact. A,"79228,37","79228,37",Papas Congeladas,Almacen,Cerrado,PAGADA
9172,Con culpas S.A.S.,CDLM 1,M D G ( - M D G,Contado,12/05/2023,0001-12052023,Recibo,52400,52400,Verduleria,Frutas y Verduras,Cerrado,PAGADA
9173,Con culpas S.A.S.,CDLM 3,M D G ( - M D G,Contado,12/05/2023,0002-12052023,Recibo,46550,46550,Verduleria,Frutas y Verduras,Cerrado,PAGADA
9174,Con culpas S.A.S.,CDLM 2,M D G ( - M D G,Contado,12/05/2023,0003-12052023,Recibo,37250,37250,Verduleria,Frutas y Verduras,Cerrado,PAGADA
9175,Con culpas S.A.S.,CDLM 4,M D G ( - M D G,Contado,12/05/2023,0004-12052023,Recibo,19650,19650,Verduleria,Frutas y Verduras,Cerrado,PAGADA
9176,Con culpas S.A.S.,CDLM 5,M D G ( - M D G,Contado,12/05/2023,0005-12052023,Recibo,9600,9600,Verduleria,Frutas y Verduras,Cerrado,PAGADA
9177,Con culpas S.A.S.,CDLM 3,L P ( - L P,Contado,13/05/2023,0003-00009879,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9178,Con culpas S.A.S.,CDLM 3,R B T ( - R B T,Contado,13/05/2023,0003-00009880,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9179,Con culpas S.A.S.,CDLM 3,M G ( - M G,Contado,13/05/2023,0003-00009881,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9180,Con culpas S.A.S.,CDLM 3,N L ( - N L,Contado,13/05/2023,0003-00009882,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9181,Con culpas S.A.S.,CDLM 3,L M P ( - L M P,Contado,13/05/2023,0003-00009871,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9182,Con culpas S.A.S.,CDLM 3,C S ( - A A,Contado,13/05/2023,0003-00009878,Recibo,1500,1500,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9183,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,13/05/2023,0003-00009883,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9184,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,13/05/2023,0003-00009884,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9185,Con culpas S.A.S.,CDLM 3,L M P ( - L M P,Contado,13/05/2023,0003-00009885,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9186,Con culpas S.A.S.,CDLM 3,F A ( - F A,Contado,13/05/2023,0003-00009886,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9187,Con culpas S.A.S.,CDLM 3,M G ( - M G 1,Contado,13/05/2023,0003-00009872,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
9188,Con culpas S.A.S.,CDLM 3,F A ( - F A,Contado,13/05/2023,0003-00009874,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9189,Con culpas S.A.S.,CDLM 3,V S ( - V S,Contado,13/05/2023,0003-00009875,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9190,Con culpas S.A.S.,CDLM 1,M V ( - M V ( L,Contado,13/05/2023,0001-00017039,Recibo,20000,20000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9191,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,13/05/2023,3661-00000973,Fact. A,"1973,96","1973,96",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9192,Con culpas S.A.S.,CDLM 6,D S V A ( - M M,Contado,13/05/2023,0006-00001389,Recibo,730,730,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9193,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,13/05/2023,0003-00009876,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9194,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,13/05/2023,0005-00010573,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
9195,Con culpas S.A.S.,CDLM 6,J S ( - J,Cta Cte,13/05/2023,0006-00026973,N/Cred. A,"-23458,24","-23458,24",Bebidas,Bebidas,Cerrado,PAGADA
9196,Con culpas S.A.S.,CDLM 6,G S ( - T,Cta Cte,13/05/2023,0012-00007097,Fact. A,"21676,44","21676,44",Empanados,Almacen,Cerrado,PAGADA
9197,Con culpas S.A.S.,CDLM 6,L L S ( - L B D J,Contado,13/05/2023,0050-00013914,Fact. A,"18563,3","18563,3",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
9198,Con culpas S.A.S.,CDLM 2,L O C S ( - S G,Contado,13/05/2023,0003-00026585,Fact. A,"129032,11","129032,11",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
9199,Con culpas S.A.S.,CDLM 6,O C ( - F Y V,Contado,13/05/2023,0009-00004522,Recibo,34350,34350,Verduleria,Frutas y Verduras,Cerrado,PAGADA
9200,Con culpas S.A.S.,CDLM 3,S O ( - S O,Contado,13/05/2023,0003-00009877,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9201,Con culpas S.A.S.,CDLM 2,J C C ( - J C,Contado,13/05/2023,0002-00010567,Recibo,3500,3500,Limpieza,Limpieza,Cerrado,PAGADA
9202,Con culpas S.A.S.,CDLM 2,L J S ( - L J S,Contado,13/05/2023,0002-00009479,Fact. A,"13690,91","13690,91",Flete,Flete,Cerrado,PAGADA
9203,Con culpas S.A.S.,CDLM 5,B M ( - B M,Contado,13/05/2023,0005-00000355,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9204,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,13/05/2023,0004-00004872,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9205,Con culpas S.A.S.,CDLM 1,I A B ( - I A B,Contado,13/05/2023,0001-00017038,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9206,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,13/05/2023,0001-00017037,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9207,Con culpas S.A.S.,CDLM 1,A M L ( - L M A,Contado,13/05/2023,0001-00017036,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9208,Con culpas S.A.S.,CDLM 1,L B ( - L B,Contado,13/05/2023,0001-00017035,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9209,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,13/05/2023,0005-00010572,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9210,Con culpas S.A.S.,CDLM 2,A N ( - A N,Contado,13/05/2023,0005-00010571,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9211,Con culpas S.A.S.,CDLM 5,A C ( - A C,Contado,13/05/2023,0005-00000356,Recibo,2000,2000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9212,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,13/05/2023,0002-00010570,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
9213,Con culpas S.A.S.,CDLM 1,V D ( - V D,Contado,13/05/2023,0001-00017033,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9214,Con culpas S.A.S.,CDLM 1,E U ( - E U,Contado,13/05/2023,0001-00017032,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9215,Con culpas S.A.S.,CDLM 4,E A ( - E A,Contado,13/05/2023,0004-00004873,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9216,Con culpas S.A.S.,CDLM 2,M H ( - M H,Contado,13/05/2023,0005-00010568,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9217,Con culpas S.A.S.,CDLM 1,J O ( - J O 1,Contado,13/05/2023,0001-00017034,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9218,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,13/05/2023,0005-00010564,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9219,Con culpas S.A.S.,CDLM 2,I A ( - I A,Contado,13/05/2023,0005-00010566,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9220,Con culpas S.A.S.,CDLM 2,J P N ( - J P N,Contado,13/05/2023,0005-00010569,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9221,Con culpas S.A.S.,CDLM 2,I S ( - I S,Contado,13/05/2023,0005-00010565,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9222,Con culpas S.A.S.,CDLM 1,J S V ( - J S V,Contado,13/05/2023,0001-00017040,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9223,Con culpas S.A.S.,CDLM 1,A P G ( - A P G,Contado,13/05/2023,0001-00017041,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9224,Con culpas S.A.S.,CDLM 1,C C ( - C C 1,Contado,13/05/2023,0001-00017042,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9225,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,13/05/2023,0001-00017038,Recibo,1500,1500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9226,Con culpas S.A.S.,CDLM 1,I A B ( - I A B,Contado,13/05/2023,0001-00017403,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
9227,Con culpas S.A.S.,CDLM 1,C E ( - C E 1,Contado,13/05/2023,0001-00017044,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9228,Con culpas S.A.S.,CDLM 4,J A ( - J A,Contado,13/05/2023,0004-00004874,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
9229,Con culpas S.A.S.,CDLM 4,M M ( - M M 1,Contado,13/05/2023,0004-00004875,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
9230,Con culpas S.A.S.,CDLM 4,A N R ( - A N R,Contado,13/05/2023,0004-00004876,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
