Shop,Supplier,Date,Invoice Number,Supply,Quantity,Unit Price,Price,Tag
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - TOMAHAWK - (AL VACÍO ),"4,45","1513,12","7440,38932",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - TOMAHAWK - (AL VACÍO ),"5,75","1513,12","9613,9862",Carne
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,ZAPALLO COREANO - BOLSA,3,1200,3600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,ZANAHORIA - BOLSA,2,600,1200,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,CEBOLLON  - BOLSA,3,1800,5400,Verduleria
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - TOMAHAWK - (AL VACÍO ),"3,8","1513,12","6353,59088",Carne
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,CEBOLLA MORADA - BOLSA,1,1800,1800,Verduleria
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - PUNTA ESPALDA - (AL VACÍO ),"4,05","1672,4","7484,4081",Carne
CDLM 3,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219094,7 UP NF CAN 4X6 354,2,"1791,8522","4336,282324",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219094,PEPSI CAN 4X6 354 NF,8,"1842,0885","17831,41668",Bebidas sin Alcohol
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - OSOBUCO DEL REY - (AL VACÍO ),"7,15","676,92","5348,17569",Carne
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,CIBULLET - ATADO,10,100,1000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,LECHUGA  - CAJÓN,1,3500,3500,Verduleria
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),06/04/2023,0003-00025334,CHEDDAR FETA MILKAUT,4,"5205,54","25194,8136",Quesos y Fiambres
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),06/04/2023,0003-00417158,7 UP LIM-LIM FREE 4X6 LAT 354CC,1,"1664,57","2014,1297",Bebidas sin Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),06/04/2023,0003-00417158,7-UP NF CAN 4X6 354CC,2,"1664,57","4028,2594",Bebidas sin Alcohol
CDLM 1,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),06/04/2023,0002-00003676,BG-BQ H. AMERICANA X 5 LTS,1,"5488,24","6640,7704",Almacen
CDLM 1,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),06/04/2023,0002-00003676,BG-BQ H. DULCE DE LECHE X 5 LTS,1,"5488,24","6640,7704",Almacen
CDLM 1,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),06/04/2023,0002-00003676,BG-BQ H. VAINILLA X 5LTS,1,"5488,24","6640,7704",Almacen
CDLM 1,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),06/04/2023,0002-00003676,BG-BQ H. CHOCOLATE X 5 LTS,1,"5488,24","6640,7704",Almacen
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,ACELGA - ATADO,1,600,600,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,MENTA - ATADO,3,100,300,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,LIMON - BOLSA,2,1700,3400,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,PAPA - BOLSA,4,2500,10000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,PIMIENTO ROJO - KILO,3,200,600,Verduleria
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),06/04/2023,0003-00025334,PANCETA AHUMADA LUVI 2K,"20,3","1809,59","44448,95917",Quesos y Fiambres
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),06/04/2023,0003-00025336,MUZZA BARRA MILKAUT,"5,92","1583,15","11340,42008",Quesos y Fiambres
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),06/04/2023,0003-00025334,LECHE DESCR MILKAUT,24,"199,76","5801,0304",Quesos y Fiambres
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),06/04/2023,0003-00025334,FIAMBRE PATA - MED GRAS,"33,38","1149,09","46411,515282",Lacteos
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),06/04/2023,0003-00417158,PDTOROS TONICA CAN 4X6 269,1,"1136,3","1374,923",Bebidas sin Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),06/04/2023,0003-00417158,GP CORONA BT X2 330CC + BOTELLA,1,100,0,Bebidas con Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),06/04/2023,0003-00417158,PEPSI CAN 4X6 354,10,"1613,66","19525,286",Bebidas sin Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),06/04/2023,0003-00417158,PEPSI CAN 4X6 354 BLACK,3,"1613,66","5857,5858",Bebidas sin Alcohol
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),06/04/2023,0003-00002042,SAL RESERVE MALBEC 6X750,6,"1411,984","10251,00384",Bebidas
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),06/04/2023,0003-00002042,PORTILLO SAUVIGNON BLANC 6X750,12,"598,0152","8683,180704",Bebidas con Alcohol
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0005-06042023,CAJON DE HUEVO,20,6750,135000,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,ACELGA - ATADO,1,600,600,Verduleria
CDLM 3,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219094,PDTOROS TONICA CAN 4X6 269,1,"1297,1694","1569,574974",Bebidas sin Alcohol
CDLM 2,Beatriz Silvana Videla (0627 - BEATRIZ SILVANA VIDELA),06/04/2023,0002-00009986,TRAPOS DE PISO,10,110,1100,Limpieza
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - MOLLEJA - (AL VACÍO ),"7,1","1831,67","15735,87697",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - EMBUTIDOS - LA EMBAJADA - CHORIZO CHICHIPIO - (AL VACÍO ),"1,6","618,11","1196,66096",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - EMBUTIDOS - LA EMBAJADA - MORCILLA VALENCIANA - (AL VACÍO ),"2,65","435,64","1396,87966",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - COSTILLA BANDERITA - (AL VACÍO ),"4,05","1923,26","8607,069315",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - COSTILLA EN TIRA - (AL VACÍO ),"6,85","1672,4","12658,8137",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - BOLA DE LOMO - (AL VACÍO ),"1,25","1353,85","1870,0053125",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - CUADRIL - (AL VACÍO ),"2,55","1672,4","4712,4051",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - COSTILLA IMPERIAL - (AL VACÍO ),"7,5","1393,67","11550,040125",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - PICANA - (AL VACÍO ),"9,85","1513,12","16469,17636",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - CARACU DEL CHEF - (AL VACÍO ),"3,85","238,91","1016,3828675",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - RACK DE NOVILLO - (AL VACÍO ),"9,8","1035,29","11211,15541",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - RACK DE NOVILLO - (AL VACÍO ),"2,6","1035,29","2974,38817",Carne
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,PIMIENTO ROJO - KILO,6,200,1200,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,PAPA - BOLSA,4,2500,10000,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,MENTA - ATADO,4,100,400,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,CEBOLLA DE VERDEO - FARDO,6,350,2100,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,LECHUGA  - CAJÓN,2,3500,7000,Verduleria
CDLM 3,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219094,ECO ANDES AGUA S/G * X12 PET 500,1,"1498,983","1813,76943",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219094,OLIOVITA CLASICO BT X 12 500CC,"0,5","8669,9","5245,2895",Aceite
CDLM 3,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219094,PEPSI CAN 4X6 354 BLACK,2,"1842,0888","4457,854896",Bebidas sin Alcohol
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,ZAPALLO COREANO - BOLSA,3,1200,3600,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,PIMIENTO ROJO - KILO,3,200,600,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,PAPA - BOLSA,2,2500,5000,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,LIMON - BOLSA,1,1700,1700,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,MENTA - ATADO,4,100,400,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,CEBOLLA DE VERDEO - FARDO,3,350,1050,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,PAPA - BOLSA,2,2500,5000,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,LECHUGA  - CAJÓN,1,3500,3500,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,MENTA - ATADO,4,100,400,Verduleria
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),06/04/2023,0050-00012809,BOLSA EMP X1,2,"8,264","19,3989136",Quesos y Fiambres
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),06/04/2023,0050-00012809,CREMA DE LECHE MANF,1,"6081,81","7138,220397",Quesos y Fiambres
CDLM 4,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),06/04/2023,0002-00003675,BG-BQ H. AMERICANA X 5 LTS,1,"5488,24","6640,7704",Almacen
CDLM 4,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),06/04/2023,0002-00003675,BG-BQ H. DULCE DE LECHE X 5 LTS,1,"5488,24","6640,7704",Almacen
CDLM 2,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219117,CBSE HIERBAS SERRANAS X12 500GR,6,"262,3719","1904,819994",Almacen
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,BANDEJA ALUMINIO RECTANGULAR *F50/R2* (500GR) X 100 (UNID),2,"1903,43","4237,796552",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,BANDEJA ALUMINIO RECTANGULAR F 75-680 (ML) X 100 (UNID),4,"2295,64","10222,025792",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,BOLSA CAMISETA AD *45X608 PAQUETE X 1 (100UNI),5,"974,26","5599,55935",Descartables
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,BOLSA PAPEL KRAFT *NRO 3* X 100 (UNID),1,"378,17","420,978844",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,BOLSA PAPEL KRAFT *NRO 4* X 100 (UN),3,"509,61","1701,893556",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,"BOLSA DELIVERY ""MINI"" (20X30X11) X 100 (UN)",2,"435,09","1000,27191",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,CARTE DOR *BROWNIE Y VOLCAN DE CHOCOLATE* BOLSA X 1 (KG),6,"1150,18","7682,282256",Almacen
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,LAMINA FOLEX *20X25*- PAQUETE X 1 (KG),4,"859,92","3953,91216",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,TAPA ALUMINIO P/BANDEJA *R2/F50* X 100 (UNID),2,"1437,57","3200,605848",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,TAPA ALUMINIO TF-75 P/BANDEJA R3/F75 X 100 (UNID),1,"1861,54","2072,266328",Bazar
CDLM 2,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219117,PDTOROS CAN 4X6 269CC,1,"1297,1714","1569,577394",Bebidas sin Alcohol
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,PAPA BOLSA,3,2500,7500,Verduleria
CDLM 2,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219117,PEPSI CAN 4X6 354 BLACK,3,"1842,0888","6686,782344",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219117,7 UP LIM-LIM FREE X6 LAT 354CC,1,"1791,8512","2168,139952",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219117,OLIOVITA CLASICO BT X 12 500CC,1,"7802,9173","9441,529933",Aceite
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,RUCULA CAJON,1,2000,2000,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,ENVIO,1,4000,4000,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,LECHUGA MORADA,2,3800,7600,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,MENTA,10,150,1500,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,TOMATE CAJON,2,4000,8000,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,CEBOLLON  - BOLSA,2,1800,3600,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,ZANAHORIA - BOLSA,1,600,600,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,RUCULA  - CAJÓN,2,2000,4000,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,TOMATE  - CAJÓN,2,4300,8600,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,PEREJIL - ATADO,8,100,800,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0003-06042023,CIBULLET - ATADO,8,100,800,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,CEBOLLA MORADA - BOLSA,1,1800,1800,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,CEBOLLON  - BOLSA,1,1800,1800,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,ZANAHORIA - BOLSA,1,600,600,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,RUCULA  - CAJÓN,1,2000,2000,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,ZAPALLO COREANO - BOLSA,2,1200,2400,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,NARANJA - KILOS,1,400,400,Verduleria
CDLM 4,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0004-06042023,CIBULLET - ATADO,8,100,800,Verduleria
CDLM 2,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219117,MIRINDA NARANJA * 4X6 LAT 354,1,"1791,8553","2168,144913",Bebidas sin Alcohol
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,PEREJIL,10,200,2000,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,POMELO KILO,3,800,2400,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,CEBOLLA BOLSA,2,2000,4000,Verduleria
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),06/04/2023,0050-00012809,PROVOLETA,"4,31","2288,43","11576,35955421",Quesos y Fiambres
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),06/04/2023,0050-00012809,SARDO LACTEAR,"7,495","1875,21","16496,000157615",Quesos y Fiambres
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,TOMATE *TRITURADO* BOLSA X 4 (KG) SILVIA,8,810,"7213,536",Bazar
CDLM 2,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219117,QUILMES 4X6 LAT 473,2,"2872,0743","6950,419806",Bebidas
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,CEBOLLA VERDEO FARDO,20,150,3000,Verduleria
CDLM 2,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219117,7 UP NF CAN 4X6 354,3,"1791,8522","6504,423486",Bebidas sin Alcohol
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),06/04/2023,0001-00085232,ZANAHORIA BOLSA,1,1200,1200,Verduleria
CDLM 2,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219117,PEPSI CAN 4X6 354 NF,10,"1842,0885","22289,27085",Bebidas sin Alcohol
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,ALTA ULTRA DETERGENTE (LIMON) BIDON X 5 (LT),4,"2026,29","8826,51924",Limpieza
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,ALCOHOL 70% BIDON X 5 (LT),4,"2268,95","10103,18056",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,BOBINA INDUSTRIAL L20 ECOLOGICA,4,"3076,02","13696,901856",Descartables
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,BOLSA ARRANQUE AD *30X40* ROLLO X 1 (750 GR),2,"559,98","1287,39402",Descartables
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,FILM ROLOPAPER (PAPEL MANTECA) 28CM CAJA X 5 (MTS),10,"710,85","8171,22075",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,FILM ROLUMINIO (PAPEL ALUMINIO( *28CM* CAJA X 7.5 (MTS),8,"711,68","6544,60928",Bazar
CDLM 2,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),06/04/2023,0007-00158349,SERVILLETA 33X33 BOUQUET ECO CLUB MILANESA CAJA X 2000,6,"9118,03","60901,145976",Bazar
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - MATAMBRE - (AL VACÍO ),"7,75","1353,85","11594,0329375",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - MOLLEJA - (AL VACÍO ),"3,4","1831,67","7535,49038",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - EMBUTIDOS - LA EMBAJADA - CHORIZO CHICHIPIO - (AL VACÍO ),3,"618,11","2243,7393",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - EMBUTIDOS - LA EMBAJADA - MORCILLA VALENCIANA - (AL VACÍO ),"6,4","435,64","3373,59616",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - COSTILLA BANDERITA - (AL VACÍO ),"9,65","1923,26","20508,202195",Carne
CDLM 6,Fesa Sociedad De Responsabilidad Limitada (2460 - FESA),07/04/2023,0010-00000107,BOCHA AMERICANA,"12,04","1518,1818","22117,47973512",Postres
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - TOMAHAWK - (AL VACÍO ),"5,75","1513,12","9613,9862",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - COSTILLA IMPERIAL - (AL VACÍO ),"7,25","1393,67","11165,0387875",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - COSTILLA IMPERIAL - (AL VACÍO ),"4,1","1393,67","6314,021935",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - FALSA ENTRANA - (AL VACÍO ),"7,65","1673,19","14143,8933675",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - CARACU DEL CHEF - (AL VACÍO ),"2,5","238,91","659,988875",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - COSTILLA EN TIRA - (AL VACÍO ),"6,3","1672,4","11642,4126",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - COSTILLA BANDERITA - (AL VACÍO ),"11,25","1923,26","23908,525875",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - CUADRIL - (AL VACÍO ),"5,05","1672,4","9332,4101",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - PULPON DE VACIO - (AL VACÍO ),"3,15","1672,4","5821,2063",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - COLITA DE CUADRIL - (AL VACÍO ),"4,6","1672,4","8500,8092",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - RACK DE NOVILLO - (AL VACÍO ),"3,3","1035,29","3775,184985",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - RACK DE NOVILLO - (AL VACÍO ),"5,95","1035,29","6806,7729275",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - PUNTA ESPALDA - (AL VACÍO ),"3,7","1672,4","6837,6074",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),07/04/2023,1028-00010078,CARNE - NOVILLO - LA EMBAJADA - PUNTA ESPALDA - (AL VACÍO ),"6,65","1672,4","12289,2133",Carne
