MONTH,YEAR,order_id,billing_state,billing_country,referring_platform,marketing_campaign_source,product_type,product_title, Gross Sale of Products , Customer Shipping Payment , TOTAL GROSS ORDER SALES , gross_profit ,gross_profit margin
MARCH,2021,3684467343442,Florida,United States,alphabet,,Door Knockers,Dragon Door Knocker, $33.00 , $-   , $33.00 , $16.74 ,51%
MARCH,2021,3687193673810,Texas,United States,meta,,Bathroom Decor,Skull & Heart Hand Towel, $16.00 , $-   , $16.00 , $5.10 ,32%
MARCH,2021,3687193673810,Texas,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3687193673810,Texas,United States,meta,,bathroom decor,Skull Bath Mat, $30.00 , $-   , $30.00 , $14.10 ,47%
MARCH,2021,3687271956562,Oklahoma,United States,alphabet,,Candle Holders,PRE-ORDER - Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
MARCH,2021,3687271956562,Oklahoma,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3687579320402,Minnesota,United States,alphabet,,,, $-   , $92.35 , $92.35 , $-   ,0%
MARCH,2021,3687579320402,Minnesota,United States,alphabet,,bedding,Goat Skull Fleece Sherpa Blanket, $57.00 , $-   , $57.00 , $13.00 ,23%
MARCH,2021,3687579320402,Minnesota,United States,alphabet,,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
MARCH,2021,3687579320402,Minnesota,United States,alphabet,,Towel,Black Skull Hand Towel, $30.00 , $-   , $30.00 , $8.20 ,27%
MARCH,2021,3689271787602,Michigan,United States,direct,,Tabletop & Statuary,Skull Wax Burner, $44.00 , $-   , $44.00 , $12.00 ,27%
MARCH,2021,3689271787602,Michigan,United States,direct,,,, $-   , $9.21 , $9.21 , $-   ,0%
MARCH,2021,3689298886738,Oklahoma,United States,direct,,bedding,Crow & Skull Bedding, $20.00 , $-   , $20.00 , $4.60 ,23%
MARCH,2021,3689298886738,Oklahoma,United States,direct,,,, $-   , $4.00 , $4.00 , $-   ,0%
MARCH,2021,3689997271122,Nebraska,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3689997271122,Nebraska,United States,direct,,Tabletop & Statuary,PRE-ORDER - Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
MARCH,2021,3691614273618,Florida,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3691614273618,Florida,United States,alphabet,google,wallet,Spirit Board Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
MARCH,2021,3691747213394,New York,United States,back-in-stock,back-in-stock,,, $-   , $8.10 , $8.10 , $-   ,0%
MARCH,2021,3691747213394,New York,United States,back-in-stock,back-in-stock,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
MARCH,2021,3693204439122,Washington,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3693204439122,Washington,United States,direct,,Candle Holders,Pentacle Candlestick Holders, $30.00 , $-   , $30.00 , $11.88 ,40%
MARCH,2021,3694680309842,Virginia,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3694680309842,Virginia,United States,direct,,Candle Holders,Pentacle Candlestick Holders, $30.00 , $-   , $30.00 , $11.88 ,40%
MARCH,2021,3694680309842,Virginia,United States,direct,,wallet,White Spirit Board Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
MARCH,2021,3694680309842,Virginia,United States,direct,,Tabletop & Statuary,Moon & Bat Statue, $35.00 , $-   , $35.00 , $11.50 ,33%
MARCH,2021,3694765080658,Florida,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3694765080658,Florida,United States,meta,facebook,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
MARCH,2021,3695102591058,California,United States,alphabet,google,,, $-   , $11.69 , $11.69 , $-   ,0%
MARCH,2021,3695102591058,California,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
MARCH,2021,3696910794834,South Dakota,United States,alphabet,google,,, $-   , $10.44 , $10.44 , $-   ,0%
MARCH,2021,3696910794834,South Dakota,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
MARCH,2021,3696962666578,Alabama,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3696962666578,Alabama,United States,alphabet,,Tabletop & Statuary,"See, Hear, Speak No Evil Goblins", $25.00 , $-   , $25.00 , $6.40 ,26%
MARCH,2021,3697290444882,California,United States,alphabet,google,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
MARCH,2021,3697290444882,California,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3697808900178,Florida,United States,alphabet,,Tabletop & Statuary,"See, Hear, Speak No Evil Goblins", $25.00 , $-   , $25.00 , $6.40 ,26%
MARCH,2021,3697808900178,Florida,United States,alphabet,,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $40.00 , $10.00 ,25%
MARCH,2021,3697808900178,Florida,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3697879023698,New Mexico,United States,alphabet,,Tabletop & Statuary,Horror Statuary - Jason, $15.00 , $-   , $15.00 , $4.00 ,27%
MARCH,2021,3697879023698,New Mexico,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3700808515666,California,United States,meta,facebook,Door Knockers,Dragon Door Knocker, $33.00 , $-   , $33.00 , $16.74 ,51%
MARCH,2021,3700808515666,California,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3701430681682,Oregon,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3701430681682,Oregon,United States,direct,,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
MARCH,2021,3702806347858,Washington,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3702806347858,Washington,United States,direct,,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
MARCH,2021,3702806347858,Washington,United States,direct,,Curio Boxes,Spirit Board Curio Box, $30.00 , $-   , $30.00 , $12.00 ,40%
MARCH,2021,3702806347858,Washington,United States,direct,,Door Knockers,Baphomet Door Knocker - Red, $35.00 , $-   , $35.00 , $18.30 ,52%
MARCH,2021,3702806347858,Washington,United States,direct,,Candle Holders,Pentacle Candlestick Holders, $30.00 , $-   , $30.00 , $11.88 ,40%
MARCH,2021,3702806347858,Washington,United States,direct,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
MARCH,2021,3702806347858,Washington,United States,direct,,Doormats,A Witch Lives Here Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,CANDLES,Grounding - Wax Melts, $5.00 , $-   , $5.00 , $2.00 ,40%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,CANDLES,Manifest - Wax Melts, $5.00 , $-   , $5.00 , $2.00 ,40%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,CANDLES,Banish - Wax Melts, $5.00 , $-   , $5.00 , $2.00 ,40%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,Rug,Goat Skull Area Rug, $45.00 , $-   , $45.00 , $10.00 ,22%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,wallet,Poe Raven Skull Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,t-shirt,Darkothica Spirit Board Shirt, $28.00 , $-   , $28.00 , $14.05 ,50%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,Candle Holders,Pentacle Candlestick Holders, $30.00 , $-   , $30.00 , $11.88 ,40%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,Tabletop & Statuary,"See, Hear, Speak No Evil Goblins", $25.00 , $-   , $25.00 , $6.40 ,26%
MARCH,2021,3705168265298,Colorado,United States,alphabet,,Tabletop & Statuary,Skull Wax Burner, $22.00 , $-   , $22.00 , $6.00 ,27%
MARCH,2021,3705751699538,Texas,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
MARCH,2021,3705751699538,Texas,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3705751699538,Texas,United States,alphabet,google,Tabletop & Statuary,Faux Geode Black Skull, $36.00 , $-   , $36.00 , $16.00 ,44%
APRIL,2021,3707109834834,Massachusetts,United States,meta,,,, $-   , $7.79 , $7.79 , $-   ,0%
APRIL,2021,3707109834834,Massachusetts,United States,meta,,Tabletop & Statuary,Horror Statuary - Leatherface, $15.00 , $-   , $15.00 , $4.00 ,27%
APRIL,2021,3708470100050,Arizona,United States,android,shopify_email,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $40.00 , $10.00 ,25%
APRIL,2021,3708470100050,Arizona,United States,android,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3708553101394,Washington,United States,duckduckgo,,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3708553101394,Washington,United States,duckduckgo,,Tabletop & Statuary,Gargoyle - Quasi, $25.00 , $-   , $25.00 , $10.28 ,41%
APRIL,2021,3708553101394,Washington,United States,duckduckgo,,Tabletop & Statuary,Horror Statuary - Michael Myers, $15.00 , $-   , $15.00 , $4.00 ,27%
APRIL,2021,3708553101394,Washington,United States,duckduckgo,,Tabletop & Statuary,Horror Statuary - Jason, $15.00 , $-   , $15.00 , $4.00 ,27%
APRIL,2021,3708553101394,Washington,United States,duckduckgo,,Tabletop & Statuary,Horror Statuary - Freddy, $15.00 , $-   , $15.00 , $4.00 ,27%
APRIL,2021,3708704751698,Arkansas,United States,shopify,shopify_email,Tabletop & Statuary,Gargoyle - Edo, $25.00 , $-   , $25.00 , $10.28 ,41%
APRIL,2021,3708704751698,Arkansas,United States,shopify,shopify_email,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $40.00 , $10.00 ,25%
APRIL,2021,3708704751698,Arkansas,United States,shopify,shopify_email,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3710015242322,Indiana,United States,alphabet,google,,, $-   , $37.50 , $37.50 , $-   ,0%
APRIL,2021,3710015242322,Indiana,United States,alphabet,google,wallet,Spirit Board Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
APRIL,2021,3710409769042,Texas,United States,alphabet,google,Tabletop & Statuary,Black Skull with Faux Geode, $36.00 , $-   , $36.00 , $16.45 ,46%
APRIL,2021,3710409769042,Texas,United States,alphabet,google,Tabletop & Statuary,Tree Skull, $32.00 , $-   , $32.00 , $10.00 ,31%
APRIL,2021,3710409769042,Texas,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3711976308818,California,United States,alphabet,google,Tabletop & Statuary,Gargoyle - Edo, $50.00 , $-   , $50.00 , $20.56 ,41%
APRIL,2021,3711976308818,California,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3713644167250,Indiana,United States,alphabet,google,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
APRIL,2021,3713644167250,Indiana,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3715387261010,California,United States,alphabet,google,Tabletop & Statuary,Skull Wax Burner, $22.00 , $-   , $22.00 , $6.00 ,27%
APRIL,2021,3715387261010,California,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3715387261010,California,United States,alphabet,google,CANDLES,Banish - Wax Melts, $5.00 , $-   , $5.00 , $2.00 ,40%
APRIL,2021,3716024565842,Utah,United States,meta,facebook,Wall Art & Decor,Voodoo Queen Fine Art Print - Marie Laveau, $20.00 , $-   , $20.00 , $10.50 ,53%
APRIL,2021,3716024565842,Utah,United States,meta,facebook,,, $-   , $4.00 , $4.00 , $-   ,0%
APRIL,2021,3717734400082,Florida,United States,direct,,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
APRIL,2021,3717734400082,Florida,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3717986844754,Kentucky,United States,alphabet,google,,, $-   , $8.85 , $8.85 , $-   ,0%
APRIL,2021,3717986844754,Kentucky,United States,alphabet,google,wallet,Spirit Board Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
APRIL,2021,3718281592914,Oregon,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3718281592914,Oregon,United States,meta,facebook,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
APRIL,2021,3719053148242,Arizona,United States,shopify,shopify_email,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3719053148242,Arizona,United States,shopify,shopify_email,Tabletop & Statuary,Gargoyle - Edo, $25.00 , $-   , $25.00 , $10.28 ,41%
APRIL,2021,3719053148242,Arizona,United States,shopify,shopify_email,Tabletop & Statuary,Gargoyle - Quasi, $25.00 , $-   , $25.00 , $10.28 ,41%
APRIL,2021,3719453147218,Texas,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
APRIL,2021,3719453147218,Texas,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3719609581650,Florida,United States,alphabet,google,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
APRIL,2021,3719609581650,Florida,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3720655175762,California,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
APRIL,2021,3720655175762,California,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3723286544466,Nebraska,United States,meta,,Kitchen,Skull S & P Shakers, $16.66 , $-   , $16.66 , $3.66 ,22%
APRIL,2021,3723286544466,Nebraska,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3723286544466,Nebraska,United States,meta,,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
APRIL,2021,3724441944146,Michigan,United States,direct,,Door Knockers,Dragon Door Knocker, $132.00 , $-   , $132.00 , $66.96 ,51%
APRIL,2021,3724441944146,Michigan,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3724738199634,Ohio,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3724738199634,Ohio,United States,alphabet,google,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
APRIL,2021,3724799869010,Pennsylvania,United States,alphabet,google,Wall Art & Decor,Moon Magic Witch Fine Art Print, $20.00 , $-   , $18.00 , $8.50 ,47%
APRIL,2021,3724799869010,Pennsylvania,United States,alphabet,google,Doormats,A Witch Lives Here Doormat, $45.00 , $-   , $40.50 , $6.84 ,17%
APRIL,2021,3724799869010,Pennsylvania,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3724995952722,Minnesota,United States,alphabet,google,Coasters,Skull Coasters, $22.00 , $-   , $22.00 , $7.00 ,32%
APRIL,2021,3724995952722,Minnesota,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3725077741650,New Jersey,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3725077741650,New Jersey,United States,direct,,CANDLES,Harvest, $15.00 , $-   , $15.00 , $6.00 ,40%
APRIL,2021,3725302169682,New York,United States,meta,facebook,Candle Holders,Purple Candle Lantern, $28.00 , $-   , $28.00 , $6.23 ,22%
APRIL,2021,3725302169682,New York,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3725772783698,Illinois,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
APRIL,2021,3725772783698,Illinois,United States,alphabet,google,,, $-   , $8.85 , $8.85 , $-   ,0%
APRIL,2021,3726520287314,Michigan,United States,alphabet,google,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
APRIL,2021,3726520287314,Michigan,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3728135389266,Virginia,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3728135389266,Virginia,United States,alphabet,google,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
APRIL,2021,3728325967954,California,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3728325967954,California,United States,meta,facebook,Outdoor Statuary,Standing Zombie Gnome, $35.00 , $-   , $31.50 , $8.50 ,27%
APRIL,2021,3728325967954,California,United States,meta,facebook,Outdoor Statuary,Crawling Zombie Gnome, $35.00 , $-   , $31.50 , $7.50 ,24%
APRIL,2021,3728598663250,California,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3728598663250,California,United States,alphabet,google,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
APRIL,2021,3728598663250,California,United States,alphabet,google,Pillow,Baphomet Pillow, $55.00 , $-   , $55.00 , $7.10 ,13%
APRIL,2021,3729419501650,South Dakota,United States,direct,,Tabletop & Statuary,"See, Hear, Speak No Evil Goblins", $25.00 , $-   , $25.00 , $6.40 ,26%
APRIL,2021,3729419501650,South Dakota,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3729968398418,Virginia,United States,meta,facebook,Tabletop & Statuary,Tree Skull, $32.00 , $-   , $32.00 , $10.00 ,31%
APRIL,2021,3729968398418,Virginia,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3729968398418,Virginia,United States,meta,facebook,Tabletop & Statuary,"See, Hear, Speak No Evil Goblins", $25.00 , $-   , $25.00 , $6.40 ,26%
APRIL,2021,3729968398418,Virginia,United States,meta,facebook,Tabletop & Statuary,Bloody Vampire Skull, $35.00 , $-   , $35.00 , $17.00 ,49%
APRIL,2021,3731952173138,Illinois,United States,alphabet,google,Tabletop & Statuary,Steampunk Raven on Skull, $28.00 , $-   , $28.00 , $8.00 ,29%
APRIL,2021,3731952173138,Illinois,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3732173062226,Ohio,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3732173062226,Ohio,United States,alphabet,google,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
APRIL,2021,3734093889618,Illinois,United States,alphabet,google,Candle Holders,PRE-ORDER - Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
APRIL,2021,3734093889618,Illinois,United States,alphabet,google,,, $-   , $8.85 , $8.85 , $-   ,0%
APRIL,2021,3738107019346,New York,United States,meta,facebook,Tabletop & Statuary,Gargoyle - Edo, $25.00 , $-   , $25.00 , $10.28 ,41%
APRIL,2021,3738107019346,New York,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3739343126610,Virginia,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3739343126610,Virginia,United States,alphabet,google,Doormats,PRE-ORDER - Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
APRIL,2021,3740615770194,Florida,United States,alphabet,google,Tabletop & Statuary,Gargoyle - Edo, $25.00 , $-   , $25.00 , $10.28 ,41%
APRIL,2021,3740615770194,Florida,United States,alphabet,google,,, $-   , $9.64 , $9.64 , $-   ,0%
APRIL,2021,3741074817106,New Jersey,United States,alphabet,google,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
APRIL,2021,3741074817106,New Jersey,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3745309163602,Oregon,United States,alphabet,google,Tabletop & Statuary,Zombie Dog, $36.00 , $-   , $36.00 , $11.00 ,31%
APRIL,2021,3745309163602,Oregon,United States,alphabet,google,Tabletop & Statuary,Gargoyle - Quasi, $25.00 , $-   , $25.00 , $10.28 ,41%
APRIL,2021,3745309163602,Oregon,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
APRIL,2021,3747346251858,Arkansas,United States,shopify,shopify_email,Tabletop & Statuary,Half Skull Bowl, $30.00 , $-   , $30.00 , $-   ,0%
APRIL,2021,3747346251858,Arkansas,United States,shopify,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3748296458322,Indiana,United States,meta,google,Door Knockers,Baphomet Door Knocker - Red, $35.00 , $-   , $35.00 , $18.30 ,52%
APRIL,2021,3748296458322,Indiana,United States,meta,google,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3748791418962,Virginia,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3748791418962,Virginia,United States,alphabet,,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
APRIL,2021,3749384880210,Illinois,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
APRIL,2021,3749384880210,Illinois,United States,meta,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
